"","Barcode","Head","Tail","Tophat","Soap","FusionScan","Prada"
"11307","TCGA-AB-2846-03A_7","PID1","ENSG00000239776","Tophat",NA,NA,NA
"11308","TCGA-AB-2846-03A_7","PID1","ENSG00000239935","Tophat",NA,NA,NA
"11309","TCGA-AB-2846-03A_7","PID1","ENSG00000241781","Tophat",NA,NA,NA
"11310","TCGA-AB-2846-03A_7","PID1","HFM1","Tophat",NA,NA,NA
"11313","TCGA-AB-2846-03A_7","PLEKHA5","SRSF11","Tophat",NA,NA,NA
"11314","TCGA-AB-2846-03A_7","PPEF2","HFM1","Tophat",NA,NA,NA
"11315","TCGA-AB-2846-03A_7","PTEN","RPL11","Tophat",NA,NA,NA
"11316","TCGA-AB-2846-03A_7","SEC14L1","HFM1","Tophat",NA,NA,NA
"11318","TCGA-AB-2846-03A_7","SPAG5-AS1","KIAA0100","Tophat",NA,NA,NA
"11319","TCGA-AB-2846-03A_7","SRPK2","NKAIN3","Tophat",NA,NA,NA
"11320","TCGA-AB-2846-03A_7","SUDS3","ENSG00000250101","Tophat",NA,NA,NA
"11321","TCGA-AB-2846-03A_7","TMC6","TMC8","Tophat",NA,NA,NA
"11322","TCGA-AB-2846-03A_7","USP9Y","USP9X","Tophat",NA,NA,NA
"11323","TCGA-AB-2846-03A_7","VIM","DES","Tophat",NA,NA,NA
"11324","TCGA-AB-2846-03A_7","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"11325","TCGA-AB-2846-03A_7","ZNF746","ZNF767P","Tophat",NA,NA,NA
"11326","TCGA-AB-2846-03A_7","ADSL","SGSM3",NA,"Soapfuse",NA,NA
"11342","TCGA-AB-2846-03A_7","C20orf29","MAVS",NA,"Soapfuse",NA,NA
"11347","TCGA-AB-2846-03A_7","CBFB","MYH11",NA,"Soapfuse",NA,NA
"11357","TCGA-AB-2846-03A_7","CELA1","BIN2",NA,"Soapfuse",NA,NA
"11359","TCGA-AB-2846-03A_7","DHTKD1","SEC61A2",NA,"Soapfuse",NA,NA
"11369","TCGA-AB-2846-03A_7","EAF2","SLC15A2",NA,"Soapfuse",NA,NA
"11371","TCGA-AB-2846-03A_7","EEF1DP3","FRY",NA,"Soapfuse",NA,NA
"11375","TCGA-AB-2846-03A_7","EVI2A","EVI2B",NA,"Soapfuse",NA,NA
"11380","TCGA-AB-2846-03A_7","FAM117A","SLC35B1",NA,"Soapfuse",NA,NA
"11422","TCGA-AB-2846-03A_7","FUT4","PIWIL4",NA,"Soapfuse",NA,NA
"11423","TCGA-AB-2846-03A_7","GKAP1","KIF27",NA,"Soapfuse",NA,NA
"11435","TCGA-AB-2846-03A_7","HLA-DPB2","HLA-DPB1",NA,"Soapfuse",NA,NA
"11461","TCGA-AB-2846-03A_7","KDM4B","ZBTB7A",NA,"Soapfuse",NA,NA
"11462","TCGA-AB-2846-03A_7","KSR1","LGALS9",NA,"Soapfuse",NA,NA
"11482","TCGA-AB-2846-03A_7","NCRNA00103","CD99",NA,"Soapfuse",NA,NA
"11486","TCGA-AB-2846-03A_7","NDUFB8","SEC31B",NA,"Soapfuse",NA,NA
"11539","TCGA-AB-2846-03A_7","POLA2","CDC42EP2",NA,"Soapfuse",NA,NA
"11540","TCGA-AB-2846-03A_7","RPL30","NT5C2",NA,"Soapfuse",NA,NA
"11549","TCGA-AB-2846-03A_7","RRN3P3","CDR2",NA,"Soapfuse",NA,NA
"11550","TCGA-AB-2846-03A_7","SIDT2","TAGLN",NA,"Soapfuse",NA,NA
"11559","TCGA-AB-2846-03A_7","SIRPB2","NSFL1C",NA,"Soapfuse",NA,NA
"11612","TCGA-AB-2846-03A_7","SMG5","PAQR6",NA,"Soapfuse",NA,NA
"11618","TCGA-AB-2846-03A_7","TAS2R14","PRR4",NA,"Soapfuse",NA,NA
"11620","TCGA-AB-2846-03A_7","TNFAIP8L2","SCNM1",NA,"Soapfuse",NA,NA
"11623","TCGA-AB-2846-03A_7","TPM4","KLF2",NA,"Soapfuse",NA,NA
"11625","TCGA-AB-2846-03A_7","TRIM58","OR2W3",NA,"Soapfuse",NA,NA
"11626","TCGA-AB-2846-03A_7","VAMP8","VAMP5",NA,"Soapfuse",NA,NA
"11633","TCGA-AB-2846-03A_8","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"11634","TCGA-AB-2846-03A_8","ANKRD30BL","ITGB2","Tophat",NA,NA,NA
"11637","TCGA-AB-2846-03A_8","ANKRD30BL","MPO","Tophat",NA,NA,NA
"11640","TCGA-AB-2846-03A_8","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"11641","TCGA-AB-2846-03A_8","BMS1P20","ENSG00000211676","Tophat",NA,NA,NA
"11642","TCGA-AB-2846-03A_8","BMS1P20","ENSG00000211678","Tophat",NA,NA,NA
"11643","TCGA-AB-2846-03A_8","BMS1P20","IGLL5","Tophat",NA,NA,NA
"11644","TCGA-AB-2846-03A_8","CD74","HFM1","Tophat",NA,NA,NA
"11645","TCGA-AB-2846-03A_8","CR1L","CR1","Tophat",NA,NA,NA
"11646","TCGA-AB-2846-03A_8","DLG2","UNC45B","Tophat",NA,NA,NA
"11647","TCGA-AB-2846-03A_8","EIF3G","P2RY11","Tophat",NA,NA,NA
"11648","TCGA-AB-2846-03A_8","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"11649","TCGA-AB-2846-03A_8","ENO1","EDARADD","Tophat",NA,NA,NA
"11653","TCGA-AB-2846-03A_8","EXOC7","ZACN","Tophat",NA,NA,NA
"11654","TCGA-AB-2846-03A_8","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"11655","TCGA-AB-2846-03A_8","HFM1","CD74","Tophat",NA,NA,NA
"11657","TCGA-AB-2846-03A_8","HFM1","ENSG00000226958","Tophat",NA,NA,NA
"11658","TCGA-AB-2846-03A_8","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"11660","TCGA-AB-2846-03A_8","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"11661","TCGA-AB-2846-03A_8","HFM1","PCBD2","Tophat",NA,NA,NA
"11662","TCGA-AB-2846-03A_8","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"11664","TCGA-AB-2846-03A_8","HSP90B1","LRRC28","Tophat",NA,NA,NA
"11666","TCGA-AB-2846-03A_8","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"11667","TCGA-AB-2846-03A_8","LMTK2","TBC1D5","Tophat",NA,NA,NA
"11668","TCGA-AB-2846-03A_8","MALAT1","ENSG00000239530","Tophat",NA,NA,NA
"11669","TCGA-AB-2846-03A_8","MPO","ANKRD30BL","Tophat",NA,NA,NA
"11671","TCGA-AB-2846-03A_8","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"11672","TCGA-AB-2846-03A_8","NOTCH2NL","ENSG00000251948","Tophat",NA,NA,NA
"11673","TCGA-AB-2846-03A_8","P2RY11","EIF3G","Tophat",NA,NA,NA
"11674","TCGA-AB-2846-03A_8","PABPC1","PABPC3","Tophat",NA,NA,NA
"11675","TCGA-AB-2846-03A_8","PDE3A","ENSG00000225630","Tophat",NA,NA,NA
"11676","TCGA-AB-2846-03A_8","PDE3A","ENSG00000225840","Tophat",NA,NA,NA
"11677","TCGA-AB-2846-03A_8","PID1","ENSG00000239935","Tophat",NA,NA,NA
"11679","TCGA-AB-2846-03A_8","PID1","HFM1","Tophat",NA,NA,NA
"11680","TCGA-AB-2846-03A_8","PRSS53","ZNF646","Tophat",NA,NA,NA
"11681","TCGA-AB-2846-03A_8","SEC14L1","HFM1","Tophat",NA,NA,NA
"11684","TCGA-AB-2846-03A_8","SLC5A2","C16orf58","Tophat",NA,NA,NA
"11686","TCGA-AB-2846-03A_8","SPAG5-AS1","KIAA0100","Tophat",NA,NA,NA
"11687","TCGA-AB-2846-03A_8","ZNF746","ZNF767P","Tophat",NA,NA,NA
"11688","TCGA-AB-2846-03A_8","ABCC6","C16orf70",NA,"Soapfuse",NA,NA
"11691","TCGA-AB-2846-03A_8","ADSL","SGSM3",NA,"Soapfuse",NA,NA
"11697","TCGA-AB-2846-03A_8","BPTF","RDM1",NA,"Soapfuse",NA,NA
"11717","TCGA-AB-2846-03A_8","C20orf29","MAVS",NA,"Soapfuse",NA,NA
"11733","TCGA-AB-2846-03A_8","CALR","TPT1",NA,"Soapfuse",NA,NA
"11736","TCGA-AB-2846-03A_8","CBFB","MYH11",NA,"Soapfuse",NA,NA
"11746","TCGA-AB-2846-03A_8","CTBS","GNG5",NA,"Soapfuse",NA,NA
"11752","TCGA-AB-2846-03A_8","DHRS1","RABGGTA",NA,"Soapfuse",NA,NA
"11754","TCGA-AB-2846-03A_8","EEF1DP3","FRY",NA,"Soapfuse",NA,NA
"11758","TCGA-AB-2846-03A_8","KIAA1267","ARL17A",NA,"Soapfuse",NA,NA
"11762","TCGA-AB-2846-03A_8","KIAA1267","ARL17B",NA,"Soapfuse",NA,NA
"11764","TCGA-AB-2846-03A_8","NDUFB8","SEC31B",NA,"Soapfuse",NA,NA
"11775","TCGA-AB-2846-03A_8","POLA2","CDC42EP2",NA,"Soapfuse",NA,NA
"11776","TCGA-AB-2846-03A_8","PRR13","PCBP2",NA,"Soapfuse",NA,NA
"11783","TCGA-AB-2846-03A_8","RRM2","C2orf48",NA,"Soapfuse",NA,NA
"11787","TCGA-AB-2846-03A_8","SIRPB1","SIRPD",NA,"Soapfuse",NA,NA
"11796","TCGA-AB-2846-03A_8","SIRPB2","NSFL1C",NA,"Soapfuse",NA,NA
"11831","TCGA-AB-2846-03A_8","SMG5","PAQR6",NA,"Soapfuse",NA,NA
"11849","TCGA-AB-2846-03A_8","SRGAP2P2","SRGAP2",NA,"Soapfuse",NA,NA
"11858","TCGA-AB-2846-03A_8","TAS2R14","PRH1",NA,"Soapfuse",NA,NA
"11859","TCGA-AB-2846-03A_8","TAS2R14","PRR4",NA,"Soapfuse",NA,NA
"11860","TCGA-AB-2846-03A_8","TIFAB","H2AFY",NA,"Soapfuse",NA,NA
"11872","TCGA-AB-2846-03A_8","TNFAIP8L2","SCNM1",NA,"Soapfuse",NA,NA
"11876","TCGA-AB-2846-03A_8","VAMP8","VAMP5",NA,"Soapfuse",NA,NA
"11880","TCGA-AB-2847-03A_6","AHSA2","USP34","Tophat",NA,NA,NA
"11881","TCGA-AB-2847-03A_6","ANKRD30BL","PABPC1","Tophat",NA,NA,NA
"11882","TCGA-AB-2847-03A_6","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"11883","TCGA-AB-2847-03A_6","ARL8B","TEX101","Tophat",NA,NA,NA
"11884","TCGA-AB-2847-03A_6","BMS1P20","ENSG00000211676","Tophat",NA,NA,NA
"11885","TCGA-AB-2847-03A_6","CAGE1","RPS3","Tophat",NA,NA,NA
"11886","TCGA-AB-2847-03A_6","CD74","ATG10",NA,"Soapfuse",NA,NA
"11910","TCGA-AB-2847-03A_6","DDX3Y","DDX3X","Tophat",NA,NA,NA
"11911","TCGA-AB-2847-03A_6","DLG2","UNC45B","Tophat",NA,NA,NA
"11921","TCGA-AB-2847-03A_6","EIF3E","KHDC1","Tophat",NA,NA,NA
"11923","TCGA-AB-2847-03A_6","ENO1","EDARADD","Tophat",NA,NA,NA
"11925","TCGA-AB-2847-03A_6","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"11926","TCGA-AB-2847-03A_6","GRID2","GNB2L1","Tophat",NA,NA,NA
"11927","TCGA-AB-2847-03A_6","HFM1","CD74","Tophat",NA,NA,NA
"11929","TCGA-AB-2847-03A_6","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"11930","TCGA-AB-2847-03A_6","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"11932","TCGA-AB-2847-03A_6","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"11934","TCGA-AB-2847-03A_6","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"11935","TCGA-AB-2847-03A_6","HFM1","INTS4","Tophat",NA,NA,NA
"11936","TCGA-AB-2847-03A_6","HFM1","PCBD2","Tophat",NA,NA,NA
"11940","TCGA-AB-2847-03A_6","HFM1","PPEF2","Tophat",NA,NA,NA
"11941","TCGA-AB-2847-03A_6","HFM1","SEC14L1","Tophat",NA,NA,NA
"11942","TCGA-AB-2847-03A_6","HLA-C","HLA-B","Tophat",NA,NA,NA
"11943","TCGA-AB-2847-03A_6","HLA-H","HLA-B","Tophat",NA,NA,NA
"11945","TCGA-AB-2847-03A_6","HSP90B1","LRRC28","Tophat",NA,NA,NA
"11946","TCGA-AB-2847-03A_6","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"11947","TCGA-AB-2847-03A_6","JAK2","TCF3","Tophat",NA,NA,NA
"11950","TCGA-AB-2847-03A_6","LMTK2","TBC1D5","Tophat",NA,NA,NA
"11951","TCGA-AB-2847-03A_6","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"11954","TCGA-AB-2847-03A_6","MALAT1","ENSG00000225630","Tophat",NA,NA,NA
"11955","TCGA-AB-2847-03A_6","MALAT1","ENSG00000248527","Tophat",NA,NA,NA
"11956","TCGA-AB-2847-03A_6","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"11957","TCGA-AB-2847-03A_6","NOTCH2NL","ENSG00000251948","Tophat",NA,NA,NA
"11959","TCGA-AB-2847-03A_6","PID1","CD74","Tophat",NA,NA,NA
"11960","TCGA-AB-2847-03A_6","PID1","ENSG00000239776","Tophat",NA,NA,NA
"11961","TCGA-AB-2847-03A_6","PID1","HFM1","Tophat",NA,NA,NA
"11964","TCGA-AB-2847-03A_6","PLEKHA5","SRSF11","Tophat",NA,NA,NA
"11965","TCGA-AB-2847-03A_6","PPEF2","HFM1","Tophat",NA,NA,NA
"11966","TCGA-AB-2847-03A_6","PPEF2","SEC14L1","Tophat",NA,NA,NA
"11967","TCGA-AB-2847-03A_6","PPEF2","SLCO5A1","Tophat",NA,NA,NA
"11968","TCGA-AB-2847-03A_6","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"11969","TCGA-AB-2847-03A_6","SEC14L1","HFM1","Tophat",NA,NA,NA
"11970","TCGA-AB-2847-03A_6","SEC61A2","MAPK14","Tophat",NA,NA,NA
"11972","TCGA-AB-2847-03A_6","SNHG1","SNORD29","Tophat",NA,NA,NA
"11973","TCGA-AB-2847-03A_6","SRPK2","NKAIN3","Tophat",NA,NA,NA
"11974","TCGA-AB-2847-03A_6","TMC6","TMC8","Tophat",NA,NA,NA
"11975","TCGA-AB-2847-03A_6","UTRN","ENSG00000226958","Tophat",NA,NA,NA
"11976","TCGA-AB-2847-03A_6","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"11977","TCGA-AB-2847-03A_6","ZMIZ2","ZMIZ1","Tophat",NA,NA,NA
"11978","TCGA-AB-2847-03A_6","ASNSD1","ANKAR",NA,"Soapfuse",NA,NA
"11998","TCGA-AB-2847-03A_6","C9orf43","RGS3",NA,"Soapfuse",NA,NA
"12001","TCGA-AB-2847-03A_6","EEF1DP3","FRY",NA,"Soapfuse",NA,NA
"12002","TCGA-AB-2847-03A_6","EVI2A","EVI2B",NA,"Soapfuse",NA,NA
"12007","TCGA-AB-2847-03A_6","FAM117A","SLC35B1",NA,"Soapfuse",NA,NA
"12028","TCGA-AB-2847-03A_6","GLYCTK","DNAH1",NA,"Soapfuse",NA,NA
"12043","TCGA-AB-2847-03A_6","GPX7","FAM159A",NA,"Soapfuse",NA,NA
"12044","TCGA-AB-2847-03A_6","HACL1","COLQ",NA,"Soapfuse",NA,NA
"12100","TCGA-AB-2847-03A_6","IGHA1","IGHV3-9",NA,"Soapfuse",NA,NA
"12101","TCGA-AB-2847-03A_6","NCRNA00103","CD99",NA,"Soapfuse",NA,NA
"12107","TCGA-AB-2847-03A_6","NDUFB8","SEC31B",NA,"Soapfuse",NA,NA
"12199","TCGA-AB-2847-03A_6","NSUN4","FAAH",NA,"Soapfuse",NA,NA
"12223","TCGA-AB-2847-03A_6","PRIM1","NACA",NA,"Soapfuse",NA,NA
"12228","TCGA-AB-2847-03A_6","SUGT1P","NOL6",NA,"Soapfuse",NA,NA
"12235","TCGA-AB-2847-03A_6","TAS2R14","PRH1",NA,"Soapfuse",NA,NA
"12236","TCGA-AB-2847-03A_6","TAS2R14","PRR4",NA,"Soapfuse",NA,NA
"12237","TCGA-AB-2847-03A_6","TBC1D24","ATP6V0C",NA,"Soapfuse",NA,NA
"12240","TCGA-AB-2847-03A_6","TMSB4Y","KALP",NA,"Soapfuse",NA,NA
"12241","TCGA-AB-2847-03A_6","TNFAIP8L2","SCNM1",NA,"Soapfuse",NA,NA
"12245","TCGA-AB-2847-03A_6","TRIM58","OR2W3",NA,"Soapfuse",NA,NA
"12246","TCGA-AB-2847-03A_6","VAMP8","VAMP5",NA,"Soapfuse",NA,NA
"12248","TCGA-AB-2847-03A_6","ZFP41","GLI4",NA,"Soapfuse",NA,NA
"12249","TCGA-AB-2847-03A_6","ZMYM5","PSPC1",NA,"Soapfuse",NA,NA
"12257","TCGA-AB-2847-03A_7","ANKRD30BL","ENSG00000248527","Tophat",NA,NA,NA
"12258","TCGA-AB-2847-03A_7","ARL8B","TEX101","Tophat",NA,NA,NA
"12259","TCGA-AB-2847-03A_7","BMS1P20","ENSG00000211676","Tophat",NA,NA,NA
"12260","TCGA-AB-2847-03A_7","CD74","HFM1","Tophat",NA,NA,NA
"12261","TCGA-AB-2847-03A_7","DALRD3","WDR6","Tophat",NA,NA,NA
"12262","TCGA-AB-2847-03A_7","DKFZP586I1420","PSMC5","Tophat",NA,NA,NA
"12263","TCGA-AB-2847-03A_7","DLG2","UNC45B","Tophat",NA,NA,NA
"12265","TCGA-AB-2847-03A_7","EIF3G","P2RY11","Tophat",NA,NA,NA
"12267","TCGA-AB-2847-03A_7","ENO1","EDARADD","Tophat",NA,NA,NA
"12269","TCGA-AB-2847-03A_7","FKBP8","PPP1R12B","Tophat",NA,NA,NA
"12270","TCGA-AB-2847-03A_7","FMO5","CCT8","Tophat",NA,NA,NA
"12271","TCGA-AB-2847-03A_7","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"12272","TCGA-AB-2847-03A_7","HFM1","CD74","Tophat",NA,NA,NA
"12275","TCGA-AB-2847-03A_7","HFM1","ENSG00000226958","Tophat",NA,NA,NA
"12276","TCGA-AB-2847-03A_7","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"12277","TCGA-AB-2847-03A_7","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"12278","TCGA-AB-2847-03A_7","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"12279","TCGA-AB-2847-03A_7","HFM1","PCBD2","Tophat",NA,NA,NA
"12284","TCGA-AB-2847-03A_7","HFM1","PPEF2","Tophat",NA,NA,NA
"12287","TCGA-AB-2847-03A_7","HFM1","SEC14L1","Tophat",NA,NA,NA
"12289","TCGA-AB-2847-03A_7","HLA-A","HLA-E","Tophat",NA,NA,NA
"12290","TCGA-AB-2847-03A_7","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"12291","TCGA-AB-2847-03A_7","HLA-H","HLA-B","Tophat",NA,NA,NA
"12292","TCGA-AB-2847-03A_7","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"12293","TCGA-AB-2847-03A_7","LDLRAD2","HSPG2","Tophat",NA,NA,NA
"12294","TCGA-AB-2847-03A_7","LMTK2","TBC1D5","Tophat",NA,NA,NA
"12295","TCGA-AB-2847-03A_7","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"12296","TCGA-AB-2847-03A_7","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"12297","TCGA-AB-2847-03A_7","NOTCH2NL","ENSG00000251948","Tophat",NA,NA,NA
"12298","TCGA-AB-2847-03A_7","PABPC1","PABPC3","Tophat",NA,NA,NA
"12299","TCGA-AB-2847-03A_7","PCBP2","FLJ39080","Tophat",NA,NA,NA
"12300","TCGA-AB-2847-03A_7","PID1","ENSG00000226958","Tophat",NA,NA,NA
"12302","TCGA-AB-2847-03A_7","PID1","ENSG00000239776","Tophat",NA,NA,NA
"12303","TCGA-AB-2847-03A_7","PID1","ENSG00000239935","Tophat",NA,NA,NA
"12305","TCGA-AB-2847-03A_7","PID1","HFM1","Tophat",NA,NA,NA
"12306","TCGA-AB-2847-03A_7","PPEF2","HFM1","Tophat",NA,NA,NA
"12308","TCGA-AB-2847-03A_7","PPEF2","SEC14L1","Tophat",NA,NA,NA
"12309","TCGA-AB-2847-03A_7","PSMB8","TAP1","Tophat",NA,NA,NA
"12310","TCGA-AB-2847-03A_7","RPL11","ENSG00000244192","Tophat",NA,NA,NA
"12311","TCGA-AB-2847-03A_7","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"12312","TCGA-AB-2847-03A_7","SEC14L1","HFM1","Tophat",NA,NA,NA
"12314","TCGA-AB-2847-03A_7","SEC61A2","MAPK14","Tophat",NA,NA,NA
"12316","TCGA-AB-2847-03A_7","SLC5A2","C16orf58","Tophat",NA,NA,NA
"12319","TCGA-AB-2847-03A_7","SP140L","SP140","Tophat",NA,NA,NA
"12320","TCGA-AB-2847-03A_7","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"12321","TCGA-AB-2847-03A_7","ZEB2-AS1","ZEB2","Tophat",NA,NA,NA
"12322","TCGA-AB-2847-03A_7","ADSL","SGSM3",NA,"Soapfuse",NA,NA
"12328","TCGA-AB-2847-03A_7","BPTF","RDM1",NA,"Soapfuse",NA,NA
"12352","TCGA-AB-2847-03A_7","EAF2","SLC15A2",NA,"Soapfuse",NA,NA
"12361","TCGA-AB-2847-03A_7","EEF1DP3","FRY",NA,"Soapfuse",NA,NA
"12362","TCGA-AB-2847-03A_7","HACL1","COLQ",NA,"Soapfuse",NA,NA
"12434","TCGA-AB-2847-03A_7","HNRNPUL2","BSCL2",NA,"Soapfuse",NA,NA
"12437","TCGA-AB-2847-03A_7","IGHG1","IGHV4-31",NA,"Soapfuse",NA,NA
"12440","TCGA-AB-2847-03A_7","KSR1","LGALS9",NA,"Soapfuse",NA,NA
"12460","TCGA-AB-2847-03A_7","NCRNA00103","CD99",NA,"Soapfuse",NA,NA
"12461","TCGA-AB-2847-03A_7","NDUFB8","SEC31B",NA,"Soapfuse",NA,NA
"12473","TCGA-AB-2847-03A_7","PRIM1","NACA",NA,"Soapfuse",NA,NA
"12476","TCGA-AB-2847-03A_7","RRM2","C2orf48",NA,"Soapfuse",NA,NA
"12480","TCGA-AB-2847-03A_7","SUGT1P","NOL6",NA,"Soapfuse",NA,NA
"12487","TCGA-AB-2847-03A_7","TMSB4Y","KALP",NA,"Soapfuse",NA,NA
"12489","TCGA-AB-2847-03A_7","TNFAIP8L2","SCNM1",NA,"Soapfuse",NA,NA
"12492","TCGA-AB-2847-03A_7","ZFP41","GLI4",NA,"Soapfuse",NA,NA
"12493","TCGA-AB-2847-03A_7","ZNF544","ZNF8",NA,"Soapfuse",NA,NA
"12496","TCGA-AB-2848-03A_1","ARL8B","TEX101","Tophat",NA,NA,NA
"12497","TCGA-AB-2848-03A_1","BAZ2A","RBMS2","Tophat",NA,NA,NA
"12498","TCGA-AB-2848-03A_1","DDX17","KDELR3","Tophat",NA,NA,NA
"12499","TCGA-AB-2848-03A_1","DDX3Y","DDX3X","Tophat",NA,NA,NA
"12500","TCGA-AB-2848-03A_1","DKFZP586I1420","PSMC5","Tophat",NA,NA,NA
"12501","TCGA-AB-2848-03A_1","DLG2","UNC45B","Tophat",NA,NA,NA
"12503","TCGA-AB-2848-03A_1","EIF3G","P2RY11","Tophat",NA,NA,NA
"12504","TCGA-AB-2848-03A_1","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"12505","TCGA-AB-2848-03A_1","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"12506","TCGA-AB-2848-03A_1","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"12507","TCGA-AB-2848-03A_1","HSH2D","CD3EAP",NA,"Soapfuse",NA,NA
"12509","TCGA-AB-2848-03A_1","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"12512","TCGA-AB-2848-03A_1","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"12513","TCGA-AB-2848-03A_1","LMTK2","TBC1D5","Tophat",NA,NA,NA
"12514","TCGA-AB-2848-03A_1","LTV1","SYPL1","Tophat",NA,NA,NA
"12515","TCGA-AB-2848-03A_1","PABPC1","PABPC3","Tophat",NA,NA,NA
"12516","TCGA-AB-2848-03A_1","PCBD2","ENSG00000232177","Tophat",NA,NA,NA
"12517","TCGA-AB-2848-03A_1","PDE3A","ENSG00000225630","Tophat",NA,NA,NA
"12518","TCGA-AB-2848-03A_1","PID1","ENSG00000239935","Tophat",NA,NA,NA
"12519","TCGA-AB-2848-03A_1","PID1","HFM1","Tophat",NA,NA,NA
"12520","TCGA-AB-2848-03A_1","SEC14L1","HFM1","Tophat",NA,NA,NA
"12522","TCGA-AB-2848-03A_1","SPSB2","TPI1","Tophat",NA,NA,NA
"12523","TCGA-AB-2848-03A_1","SRPK2","NKAIN3","Tophat",NA,NA,NA
"12524","TCGA-AB-2848-03A_1","WDR6","DALRD3","Tophat",NA,NA,NA
"12525","TCGA-AB-2848-03A_1","ZMIZ2","ZMIZ1","Tophat",NA,NA,NA
"12526","TCGA-AB-2848-03A_1","BANP","RUNDC2B",NA,"Soapfuse",NA,NA
"12532","TCGA-AB-2848-03A_1","CAMK2G","NDST2",NA,"Soapfuse",NA,NA
"12556","TCGA-AB-2848-03A_1","CTBS","GNG5",NA,"Soapfuse",NA,NA
"12565","TCGA-AB-2848-03A_1","FAM117A","SLC35B1",NA,"Soapfuse",NA,NA
"12586","TCGA-AB-2848-03A_1","FUT4","PIWIL4",NA,"Soapfuse",NA,NA
"12587","TCGA-AB-2848-03A_1","HACL1","COLQ",NA,"Soapfuse",NA,NA
"12667","TCGA-AB-2848-03A_1","HARS2","ZMAT2",NA,"Soapfuse",NA,NA
"12688","TCGA-AB-2848-03A_1","HOMER3","COPE",NA,"Soapfuse",NA,NA
"12700","TCGA-AB-2848-03A_1","HOXA4","HOXA3",NA,"Soapfuse",NA,NA
"12704","TCGA-AB-2848-03A_1","KIAA1267","ARL17A",NA,"Soapfuse",NA,NA
"12708","TCGA-AB-2848-03A_1","KIAA1267","ARL17B",NA,"Soapfuse",NA,NA
"12710","TCGA-AB-2848-03A_1","LSP1","TNNT3",NA,"Soapfuse",NA,NA
"12764","TCGA-AB-2848-03A_1","LYZ","ABHD2",NA,"Soapfuse",NA,NA
"12768","TCGA-AB-2848-03A_1","MS4A7","MS4A14",NA,"Soapfuse",NA,NA
"12778","TCGA-AB-2848-03A_1","NCOR2","SCARB1",NA,"Soapfuse",NA,NA
"12781","TCGA-AB-2848-03A_1","NDUFB8","SEC31B",NA,"Soapfuse",NA,NA
"12841","TCGA-AB-2848-03A_1","PRHOXNB","CDX2",NA,"Soapfuse",NA,NA
"12842","TCGA-AB-2848-03A_1","PRKAA1","TTC33",NA,"Soapfuse",NA,NA
"12850","TCGA-AB-2848-03A_1","RASSF4","ZNF22",NA,"Soapfuse",NA,NA
"12856","TCGA-AB-2848-03A_1","RN28S1","HLA-E",NA,"Soapfuse",NA,NA
"12857","TCGA-AB-2848-03A_1","RNF4","C4orf8",NA,"Soapfuse",NA,NA
"12862","TCGA-AB-2848-03A_1","RRM2","C2orf48",NA,"Soapfuse",NA,NA
"12865","TCGA-AB-2848-03A_1","SDHAF2","C11orf66",NA,"Soapfuse",NA,NA
"12867","TCGA-AB-2848-03A_1","SIRPB2","NSFL1C",NA,"Soapfuse",NA,NA
"12875","TCGA-AB-2848-03A_1","SLC35A3","HIAT1",NA,"Soapfuse",NA,NA
