"","Barcode","Head","Tail","Tophat","Soap","FusionScan","Prada"
"1","TCGA-AB-2803-03A_1","AGBL5","OST4","Tophat",NA,NA,NA
"2","TCGA-AB-2803-03A_1","AHSA2","USP34","Tophat",NA,NA,NA
"3","TCGA-AB-2803-03A_1","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"4","TCGA-AB-2803-03A_1","ANKRD30BL","ENSG00000239843","Tophat",NA,NA,NA
"6","TCGA-AB-2803-03A_1","ANKRD30BL","ENSG00000239935","Tophat",NA,NA,NA
"7","TCGA-AB-2803-03A_1","ANKRD30BL","MPO","Tophat",NA,NA,NA
"10","TCGA-AB-2803-03A_1","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"11","TCGA-AB-2803-03A_1","ATP13A1","ENSG00000249155","Tophat",NA,NA,NA
"12","TCGA-AB-2803-03A_1","AZU1","ENSG00000198744","Tophat",NA,NA,NA
"13","TCGA-AB-2803-03A_1","BECN1","CNTD1","Tophat",NA,NA,NA
"14","TCGA-AB-2803-03A_1","BHLHE40-AS1","BHLHE40","Tophat",NA,NA,NA
"16","TCGA-AB-2803-03A_1","CDK5RAP3","ENSG00000224628","Tophat",NA,NA,NA
"17","TCGA-AB-2803-03A_1","CHPT1","SYCP3","Tophat",NA,NA,NA
"18","TCGA-AB-2803-03A_1","CLIC1","CEP112","Tophat",NA,NA,NA
"19","TCGA-AB-2803-03A_1","CLIC1","ENSG00000231313","Tophat",NA,NA,NA
"21","TCGA-AB-2803-03A_1","CR1L","CR1","Tophat",NA,NA,NA
"22","TCGA-AB-2803-03A_1","DDIT3","MARS","Tophat",NA,NA,NA
"26","TCGA-AB-2803-03A_1","DDX17","KDELR3","Tophat",NA,NA,NA
"27","TCGA-AB-2803-03A_1","DDX3X","ENSG00000251577","Tophat",NA,NA,NA
"28","TCGA-AB-2803-03A_1","DDX3Y","DDX3X","Tophat",NA,NA,NA
"29","TCGA-AB-2803-03A_1","DLG2","UNC45B","Tophat",NA,NA,NA
"34","TCGA-AB-2803-03A_1","DYNLT1","ENSG00000250613","Tophat",NA,NA,NA
"35","TCGA-AB-2803-03A_1","EIF3E","KHDC1","Tophat",NA,NA,NA
"36","TCGA-AB-2803-03A_1","EIF3G","P2RY11","Tophat",NA,NA,NA
"37","TCGA-AB-2803-03A_1","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"38","TCGA-AB-2803-03A_1","ELANE","PRTN3",NA,"Soapfuse",NA,NA
"40","TCGA-AB-2803-03A_1","ENO1","EDARADD","Tophat",NA,NA,NA
"42","TCGA-AB-2803-03A_1","FAM154A","PSMC3","Tophat",NA,NA,NA
"43","TCGA-AB-2803-03A_1","FTH1","BEST1","Tophat",NA,NA,NA
"44","TCGA-AB-2803-03A_1","FTL","ENSG00000232368","Tophat",NA,NA,NA
"45","TCGA-AB-2803-03A_1","FTL","ZNF302",NA,"Soapfuse",NA,NA
"47","TCGA-AB-2803-03A_1","GNB2L1","GRID2","Tophat",NA,NA,NA
"48","TCGA-AB-2803-03A_1","GRB14","EIF3E","Tophat",NA,NA,NA
"49","TCGA-AB-2803-03A_1","HCG17","HLA-C","Tophat",NA,NA,NA
"50","TCGA-AB-2803-03A_1","HCST","ENSG00000167604","Tophat",NA,NA,NA
"51","TCGA-AB-2803-03A_1","HFM1","ENSG00000226958","Tophat",NA,NA,NA
"53","TCGA-AB-2803-03A_1","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"58","TCGA-AB-2803-03A_1","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"60","TCGA-AB-2803-03A_1","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"62","TCGA-AB-2803-03A_1","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"64","TCGA-AB-2803-03A_1","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"65","TCGA-AB-2803-03A_1","HFM1","INTS4","Tophat",NA,NA,NA
"67","TCGA-AB-2803-03A_1","HFM1","PCBD2","Tophat",NA,NA,NA
"70","TCGA-AB-2803-03A_1","HFM1","PPEF2","Tophat",NA,NA,NA
"75","TCGA-AB-2803-03A_1","HFM1","SLCO5A1","Tophat",NA,NA,NA
"76","TCGA-AB-2803-03A_1","HFM1","SORCS2","Tophat",NA,NA,NA
"77","TCGA-AB-2803-03A_1","HSP90B1","ARHGDIB",NA,"Soapfuse",NA,NA
"79","TCGA-AB-2803-03A_1","ICAM2","PRR29","Tophat",NA,NA,NA
"80","TCGA-AB-2803-03A_1","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"81","TCGA-AB-2803-03A_1","JAK2","TCF3","Tophat",NA,NA,NA
"82","TCGA-AB-2803-03A_1","KIAA0825","PCBD2","Tophat",NA,NA,NA
"83","TCGA-AB-2803-03A_1","LRIF1","ENSG00000232811","Tophat",NA,NA,NA
"84","TCGA-AB-2803-03A_1","MALAT1","ENSG00000229344","Tophat",NA,NA,NA
"85","TCGA-AB-2803-03A_1","MALAT1","ENSG00000230021","Tophat",NA,NA,NA
"86","TCGA-AB-2803-03A_1","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"87","TCGA-AB-2803-03A_1","MCUR1","SMG6","Tophat",NA,NA,NA
"88","TCGA-AB-2803-03A_1","NDUFB9","ENSG00000236238","Tophat",NA,NA,NA
"89","TCGA-AB-2803-03A_1","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"91","TCGA-AB-2803-03A_1","NOTCH2","ENSG00000243185","Tophat",NA,NA,NA
"92","TCGA-AB-2803-03A_1","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"94","TCGA-AB-2803-03A_1","P2RY11","EIF3G","Tophat",NA,NA,NA
"95","TCGA-AB-2803-03A_1","PCBD2","ENSG00000226958","Tophat",NA,NA,NA
"97","TCGA-AB-2803-03A_1","PCBD2","ENSG00000230021","Tophat",NA,NA,NA
"100","TCGA-AB-2803-03A_1","PCBD2","KIAA0825","Tophat",NA,NA,NA
"105","TCGA-AB-2803-03A_1","PCBD2","VPS13B","Tophat",NA,NA,NA
"108","TCGA-AB-2803-03A_1","PCBP2","FLJ39080","Tophat",NA,NA,NA
"109","TCGA-AB-2803-03A_1","PDE3A","ENSG00000198744","Tophat",NA,NA,NA
"110","TCGA-AB-2803-03A_1","PDE3A","ENSG00000225630","Tophat",NA,NA,NA
"111","TCGA-AB-2803-03A_1","PID1","ENSG00000239776","Tophat",NA,NA,NA
"112","TCGA-AB-2803-03A_1","PID1","ENSG00000239935","Tophat",NA,NA,NA
"113","TCGA-AB-2803-03A_1","PID1","ENSG00000241781","Tophat",NA,NA,NA
"114","TCGA-AB-2803-03A_1","PID1","ENSG00000248527","Tophat",NA,NA,NA
"115","TCGA-AB-2803-03A_1","PML","RARA","Tophat","Soapfuse",NA,NA
"171","TCGA-AB-2803-03A_1","PNKP","PTOV1","Tophat",NA,NA,NA
"172","TCGA-AB-2803-03A_1","PPEF2","ENSG00000239776","Tophat",NA,NA,NA
"173","TCGA-AB-2803-03A_1","PPEF2","HFM1","Tophat",NA,NA,NA
"174","TCGA-AB-2803-03A_1","PRTN3","ELANE","Tophat",NA,NA,NA
"175","TCGA-AB-2803-03A_1","PTEN","RPL11","Tophat",NA,NA,NA
"176","TCGA-AB-2803-03A_1","RAB8A","HSH2D","Tophat",NA,NA,NA
"177","TCGA-AB-2803-03A_1","RBM39","ENSG00000214019","Tophat",NA,NA,NA
"178","TCGA-AB-2803-03A_1","RPL11","ENSG00000244192","Tophat",NA,NA,NA
"179","TCGA-AB-2803-03A_1","RPL28","ENSG00000226958","Tophat",NA,NA,NA
"180","TCGA-AB-2803-03A_1","RPL8","ENSG00000225267","Tophat",NA,NA,NA
"181","TCGA-AB-2803-03A_1","RPLP2","EFCAB3","Tophat",NA,NA,NA
"182","TCGA-AB-2803-03A_1","RPS21","TAPT1-AS1","Tophat",NA,NA,NA
"183","TCGA-AB-2803-03A_1","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"184","TCGA-AB-2803-03A_1","SAFB2","SAFB","Tophat",NA,NA,NA
"185","TCGA-AB-2803-03A_1","SEC14L1","ALKBH3","Tophat",NA,NA,NA
"186","TCGA-AB-2803-03A_1","SEC14L1","HFM1","Tophat",NA,NA,NA
"187","TCGA-AB-2803-03A_1","SF3A3","ATRN","Tophat",NA,NA,NA
"188","TCGA-AB-2803-03A_1","SLCO5A1","ANPEP","Tophat",NA,NA,NA
"189","TCGA-AB-2803-03A_1","SLCO5A1","PDZRN4","Tophat",NA,NA,NA
"190","TCGA-AB-2803-03A_1","SLCO5A1","PID1","Tophat",NA,NA,NA
"191","TCGA-AB-2803-03A_1","SNHG5","ZNF652","Tophat",NA,NA,NA
"192","TCGA-AB-2803-03A_1","SPSB2","TPI1","Tophat",NA,NA,NA
"193","TCGA-AB-2803-03A_1","SQSTM1","MGAT4B","Tophat",NA,NA,NA
"194","TCGA-AB-2803-03A_1","SRGN","ENSG00000230021","Tophat",NA,NA,NA
"195","TCGA-AB-2803-03A_1","SRGN","MALAT1","Tophat",NA,NA,NA
"197","TCGA-AB-2803-03A_1","SRGN","SNHG5",NA,"Soapfuse",NA,NA
"200","TCGA-AB-2803-03A_1","UBE3C","UBXN2B","Tophat",NA,NA,NA
"201","TCGA-AB-2803-03A_1","URGCP","TUBG1","Tophat",NA,NA,NA
"202","TCGA-AB-2803-03A_1","UTRN","INTS4","Tophat",NA,NA,NA
"203","TCGA-AB-2803-03A_1","WDR12","ASB7","Tophat",NA,NA,NA
"204","TCGA-AB-2803-03A_1","WDR6","DALRD3","Tophat",NA,NA,NA
"205","TCGA-AB-2803-03A_1","B2M","SRGN",NA,"Soapfuse",NA,NA
"208","TCGA-AB-2803-03A_1","CTBS","GNG5",NA,"Soapfuse",NA,NA
"217","TCGA-AB-2803-03A_1","CTSLL2","BMS1P6",NA,"Soapfuse",NA,NA
"219","TCGA-AB-2803-03A_1","FBL","NEGR1",NA,"Soapfuse",NA,NA
"220","TCGA-AB-2803-03A_1","FUT4","PIWIL4",NA,"Soapfuse",NA,NA
"221","TCGA-AB-2803-03A_1","RPL14","SRGN",NA,"Soapfuse",NA,NA
"224","TCGA-AB-2803-03A_1","RPL30","NT5C2",NA,"Soapfuse",NA,NA
"233","TCGA-AB-2803-03A_1","RPL4","OAZ1",NA,"Soapfuse",NA,NA
"235","TCGA-AB-2803-03A_1","RPS3","SRGN",NA,"Soapfuse",NA,NA
"236","TCGA-AB-2803-03A_1","TPT1","SRGN",NA,"Soapfuse",NA,NA
"251","TCGA-AB-2803-03A_1","TPT1","HSPA4",NA,"Soapfuse",NA,NA
"259","TCGA-AB-2803-03A_1","TPT1","NFATC3",NA,"Soapfuse",NA,NA
"262","TCGA-AB-2803-03A_1","VAMP8","VAMP5",NA,"Soapfuse",NA,NA
"266","TCGA-AB-2803-03A_4","ALYREF","ENSG00000219039","Tophat",NA,NA,NA
"267","TCGA-AB-2803-03A_4","ANKRD30BL","ACTB","Tophat",NA,NA,NA
"268","TCGA-AB-2803-03A_4","ANKRD30BL","ENSG00000237973","Tophat",NA,NA,NA
"269","TCGA-AB-2803-03A_4","ANKRD30BL","GRN","Tophat",NA,NA,NA
"271","TCGA-AB-2803-03A_4","ANKRD30BL","MPO","Tophat",NA,NA,NA
"272","TCGA-AB-2803-03A_4","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"274","TCGA-AB-2803-03A_4","ANKRD30BL","PID1","Tophat",NA,NA,NA
"275","TCGA-AB-2803-03A_4","C16orf58","SLC5A2","Tophat",NA,NA,NA
"276","TCGA-AB-2803-03A_4","CPSF1","ENSG00000214076","Tophat",NA,NA,NA
"278","TCGA-AB-2803-03A_4","CR1L","CR1","Tophat",NA,NA,NA
"279","TCGA-AB-2803-03A_4","CRB2","DENND1A","Tophat",NA,NA,NA
"280","TCGA-AB-2803-03A_4","CSNK1G2","JAK2","Tophat",NA,NA,NA
"281","TCGA-AB-2803-03A_4","DDIT3","MARS","Tophat",NA,NA,NA
"282","TCGA-AB-2803-03A_4","DHFR","SRGN","Tophat",NA,NA,NA
"283","TCGA-AB-2803-03A_4","DLG2","ENSG00000252666","Tophat",NA,NA,NA
"284","TCGA-AB-2803-03A_4","DLG2","UNC45B","Tophat",NA,NA,NA
"290","TCGA-AB-2803-03A_4","EIF2B4","ENSG00000234072","Tophat",NA,NA,NA
"291","TCGA-AB-2803-03A_4","EIF3G","P2RY11","Tophat",NA,NA,NA
"292","TCGA-AB-2803-03A_4","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"293","TCGA-AB-2803-03A_4","ELANE","ENSG00000229344","Tophat",NA,NA,NA
"294","TCGA-AB-2803-03A_4","ELANE","NEDD9",NA,"Soapfuse",NA,NA
"295","TCGA-AB-2803-03A_4","ELANE","RN28S1",NA,"Soapfuse",NA,NA
"298","TCGA-AB-2803-03A_4","ENO1","EDARADD","Tophat",NA,NA,NA
"300","TCGA-AB-2803-03A_4","FKBP8","PPP1R12B","Tophat",NA,NA,NA
"301","TCGA-AB-2803-03A_4","GGCX","MAT2A","Tophat",NA,NA,NA
"302","TCGA-AB-2803-03A_4","GPAA1","ENSG00000240069","Tophat",NA,NA,NA
"303","TCGA-AB-2803-03A_4","HCG17","HLA-C","Tophat",NA,NA,NA
"304","TCGA-AB-2803-03A_4","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"308","TCGA-AB-2803-03A_4","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"310","TCGA-AB-2803-03A_4","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"315","TCGA-AB-2803-03A_4","HFM1","INTS4","Tophat",NA,NA,NA
"316","TCGA-AB-2803-03A_4","HFM1","PCBD2","Tophat",NA,NA,NA
"321","TCGA-AB-2803-03A_4","HFM1","PKP4","Tophat",NA,NA,NA
"322","TCGA-AB-2803-03A_4","HFM1","PPEF2","Tophat",NA,NA,NA
"325","TCGA-AB-2803-03A_4","HLA-C","HLA-B","Tophat",NA,NA,NA
"327","TCGA-AB-2803-03A_4","HLA-E","HLA-C","Tophat",NA,NA,NA
"328","TCGA-AB-2803-03A_4","HLA-G","HLA-B","Tophat",NA,NA,NA
"329","TCGA-AB-2803-03A_4","HLA-H","HCG17","Tophat",NA,NA,NA
"330","TCGA-AB-2803-03A_4","HN1","ENSG00000213148","Tophat",NA,NA,NA
"331","TCGA-AB-2803-03A_4","HSP90B1","LRRC28","Tophat",NA,NA,NA
"333","TCGA-AB-2803-03A_4","KHDC1","EIF3E","Tophat",NA,NA,NA
"334","TCGA-AB-2803-03A_4","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"336","TCGA-AB-2803-03A_4","LOC644936","ACTB","Tophat",NA,NA,NA
"337","TCGA-AB-2803-03A_4","LRIF1","ENSG00000232811","Tophat",NA,NA,NA
"338","TCGA-AB-2803-03A_4","MALAT1","CALR","Tophat",NA,NA,NA
"339","TCGA-AB-2803-03A_4","MALAT1","ENSG00000230021","Tophat",NA,NA,NA
"342","TCGA-AB-2803-03A_4","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"345","TCGA-AB-2803-03A_4","MALAT1","MPO","Tophat",NA,NA,NA
"346","TCGA-AB-2803-03A_4","MALAT1","SRGN","Tophat",NA,NA,NA
"347","TCGA-AB-2803-03A_4","MPO","ELANE","Tophat",NA,NA,NA
"350","TCGA-AB-2803-03A_4","NDUFB9","ENSG00000236238","Tophat",NA,NA,NA
"351","TCGA-AB-2803-03A_4","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"353","TCGA-AB-2803-03A_4","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"354","TCGA-AB-2803-03A_4","PCBD2","ELANE","Tophat",NA,NA,NA
"355","TCGA-AB-2803-03A_4","PCBD2","ENSG00000230021","Tophat",NA,NA,NA
"357","TCGA-AB-2803-03A_4","PCBD2","ENSG00000232177","Tophat",NA,NA,NA
"358","TCGA-AB-2803-03A_4","PCBD2","SPI1","Tophat",NA,NA,NA
"359","TCGA-AB-2803-03A_4","PCBD2","SRGN","Tophat",NA,NA,NA
"360","TCGA-AB-2803-03A_4","PCBD2","VPS13B","Tophat",NA,NA,NA
"361","TCGA-AB-2803-03A_4","PDE3A","ENSG00000198744","Tophat",NA,NA,NA
"362","TCGA-AB-2803-03A_4","PDE3A","ENSG00000225630","Tophat",NA,NA,NA
"363","TCGA-AB-2803-03A_4","PDE3A","ENSG00000225840","Tophat",NA,NA,NA
"364","TCGA-AB-2803-03A_4","PDE3A","ENSG00000248527","Tophat",NA,NA,NA
"365","TCGA-AB-2803-03A_4","PIAS4","HIPK2","Tophat",NA,NA,NA
"366","TCGA-AB-2803-03A_4","PID1","ENSG00000226958","Tophat",NA,NA,NA
"369","TCGA-AB-2803-03A_4","PID1","ENSG00000239935","Tophat",NA,NA,NA
"374","TCGA-AB-2803-03A_4","PID1","ENSG00000241781","Tophat",NA,NA,NA
"375","TCGA-AB-2803-03A_4","PID1","ENSG00000248527","Tophat",NA,NA,NA
"376","TCGA-AB-2803-03A_4","PID1","ENSG00000251948","Tophat",NA,NA,NA
"377","TCGA-AB-2803-03A_4","PID1","HFM1","Tophat",NA,NA,NA
"378","TCGA-AB-2803-03A_4","PIK3R1","MALAT1","Tophat",NA,NA,NA
"379","TCGA-AB-2803-03A_4","PLAC8","EP400NL","Tophat",NA,NA,NA
"380","TCGA-AB-2803-03A_4","PML","RARA",NA,"Soapfuse",NA,NA
"388","TCGA-AB-2803-03A_4","PPEF2","HFM1","Tophat",NA,NA,NA
"390","TCGA-AB-2803-03A_4","PTEN","RPL11","Tophat",NA,NA,NA
"391","TCGA-AB-2803-03A_4","RBM39","ENSG00000214019","Tophat",NA,NA,NA
"392","TCGA-AB-2803-03A_4","RPL11","ENSG00000244192","Tophat",NA,NA,NA
"393","TCGA-AB-2803-03A_4","RPL8","ENSG00000225267","Tophat",NA,NA,NA
"394","TCGA-AB-2803-03A_4","RPLP2","ENSG00000240652","Tophat",NA,NA,NA
"395","TCGA-AB-2803-03A_4","RPS19","ENSG00000214612","Tophat",NA,NA,NA
"396","TCGA-AB-2803-03A_4","RPS6","ENSG00000243777","Tophat",NA,NA,NA
"397","TCGA-AB-2803-03A_4","RPS6","ZNF302",NA,"Soapfuse",NA,NA
"407","TCGA-AB-2803-03A_4","RYR2","ENSG00000226958","Tophat",NA,NA,NA
"408","TCGA-AB-2803-03A_4","SAFB2","SAFB","Tophat",NA,NA,NA
"409","TCGA-AB-2803-03A_4","SEC14L1","HFM1","Tophat",NA,NA,NA
"411","TCGA-AB-2803-03A_4","SLC5A2","C16orf58","Tophat",NA,NA,NA
"412","TCGA-AB-2803-03A_4","SNHG5","ZNF652","Tophat",NA,NA,NA
"413","TCGA-AB-2803-03A_4","SQSTM1","MGAT4B","Tophat",NA,NA,NA
"414","TCGA-AB-2803-03A_4","SRGN","ENSG00000230021","Tophat",NA,NA,NA
"415","TCGA-AB-2803-03A_4","SRGN","RN28S1",NA,"Soapfuse",NA,NA
"416","TCGA-AB-2803-03A_4","SRGN","RPS2",NA,"Soapfuse",NA,NA
"418","TCGA-AB-2803-03A_4","SRRM2","CALR","Tophat",NA,NA,NA
"419","TCGA-AB-2803-03A_4","STRADA","LOC729683","Tophat",NA,NA,NA
"420","TCGA-AB-2803-03A_4","TNRC18","MALAT1","Tophat",NA,NA,NA
"421","TCGA-AB-2803-03A_4","TUBE1","ENSG00000112761","Tophat",NA,NA,NA
"422","TCGA-AB-2803-03A_4","WDR6","DALRD3","Tophat",NA,NA,NA
"423","TCGA-AB-2803-03A_4","XKR4","SBF1","Tophat",NA,NA,NA
"424","TCGA-AB-2803-03A_4","ADRBK1","RN28S1",NA,"Soapfuse",NA,NA
"428","TCGA-AB-2803-03A_4","CALR","GDF7",NA,"Soapfuse",NA,NA
"429","TCGA-AB-2803-03A_4","COX4I1","FAM184B",NA,"Soapfuse",NA,NA
"430","TCGA-AB-2803-03A_4","CST3","EFCAB6",NA,"Soapfuse",NA,NA
"432","TCGA-AB-2803-03A_4","CTBS","GNG5",NA,"Soapfuse",NA,NA
"441","TCGA-AB-2803-03A_4","CTSLL2","BMS1P6",NA,"Soapfuse",NA,NA
"443","TCGA-AB-2803-03A_4","FUT4","PIWIL4",NA,"Soapfuse",NA,NA
"444","TCGA-AB-2803-03A_4","GALT","IL11RA",NA,"Soapfuse",NA,NA
"450","TCGA-AB-2803-03A_4","GAPDH","FAM184B",NA,"Soapfuse",NA,NA
"460","TCGA-AB-2803-03A_4","NDUFB8","SEC31B",NA,"Soapfuse",NA,NA
"475","TCGA-AB-2803-03A_4","NOP58","PTMA",NA,"Soapfuse",NA,NA
"491","TCGA-AB-2803-03A_4","RPL19","SRGN",NA,"Soapfuse",NA,NA
"492","TCGA-AB-2803-03A_4","RPL23","CCAR1",NA,"Soapfuse",NA,NA
"495","TCGA-AB-2803-03A_4","RPL34","ZNF302",NA,"Soapfuse",NA,NA
"518","TCGA-AB-2803-03A_4","RPL37","RN28S1",NA,"Soapfuse",NA,NA
"523","TCGA-AB-2803-03A_4","RPS3","SRGN",NA,"Soapfuse",NA,NA
"527","TCGA-AB-2803-03A_4","TNFAIP8L2","SCNM1",NA,"Soapfuse",NA,NA
"533","TCGA-AB-2803-03A_4","TPM4","KLF2",NA,"Soapfuse",NA,NA
"536","TCGA-AB-2803-03A_4","TPT1","SRGN",NA,"Soapfuse",NA,NA
"571","TCGA-AB-2803-03A_4","TPT1","MT-ATP8",NA,"Soapfuse",NA,NA
"583","TCGA-AB-2803-03A_4","TPT1","STAB1",NA,"Soapfuse",NA,NA
"598","TCGA-AB-2803-03A_4","VAMP8","VAMP5",NA,"Soapfuse",NA,NA
"602","TCGA-AB-2805-03A_2","ACTB","HFM1","Tophat",NA,NA,NA
"603","TCGA-AB-2805-03A_2","ANKRD30BL","EEF2","Tophat",NA,NA,NA
"605","TCGA-AB-2805-03A_2","ANKRD30BL","EIF3G","Tophat",NA,NA,NA
"606","TCGA-AB-2805-03A_2","ANKRD30BL","ENSG00000198744","Tophat",NA,NA,NA
"607","TCGA-AB-2805-03A_2","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"610","TCGA-AB-2805-03A_2","ANKRD30BL","ENSG00000239935","Tophat",NA,NA,NA
"611","TCGA-AB-2805-03A_2","ANKRD30BL","ITGB2","Tophat",NA,NA,NA
"613","TCGA-AB-2805-03A_2","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"615","TCGA-AB-2805-03A_2","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"617","TCGA-AB-2805-03A_2","ANKRD30BL","PLEC","Tophat",NA,NA,NA
"618","TCGA-AB-2805-03A_2","ANKRD30BL","ZFP36","Tophat",NA,NA,NA
"620","TCGA-AB-2805-03A_2","ARL8B","TEX101","Tophat",NA,NA,NA
"621","TCGA-AB-2805-03A_2","ATP5B","VWA3B","Tophat",NA,NA,NA
"622","TCGA-AB-2805-03A_2","ATP5F1","WDR77","Tophat",NA,NA,NA
"623","TCGA-AB-2805-03A_2","ATP6V1G2-DDX39B","ENSG00000254406","Tophat",NA,NA,NA
"624","TCGA-AB-2805-03A_2","BAZ2A","RBMS2","Tophat",NA,NA,NA
"625","TCGA-AB-2805-03A_2","BMS1P20","ENSG00000211676","Tophat",NA,NA,NA
"626","TCGA-AB-2805-03A_2","CASP6","ENSG00000005059","Tophat",NA,NA,NA
"627","TCGA-AB-2805-03A_2","CD74","HFM1","Tophat",NA,NA,NA
"628","TCGA-AB-2805-03A_2","CHKA","ENSG00000255031","Tophat",NA,NA,NA
"629","TCGA-AB-2805-03A_2","CLEC9A","CLEC1B","Tophat",NA,NA,NA
"630","TCGA-AB-2805-03A_2","CROCCP2","ENSG00000225769","Tophat",NA,NA,NA
"631","TCGA-AB-2805-03A_2","CSNK1G2","JAK2","Tophat",NA,NA,NA
"632","TCGA-AB-2805-03A_2","CTNNA1","ENSG00000249026","Tophat",NA,NA,NA
"633","TCGA-AB-2805-03A_2","DDX17","KDELR3","Tophat",NA,NA,NA
"634","TCGA-AB-2805-03A_2","DDX3Y","DDX3X","Tophat",NA,NA,NA
"635","TCGA-AB-2805-03A_2","DHX9","ENSG00000228002","Tophat",NA,NA,NA
"636","TCGA-AB-2805-03A_2","DISC1FP1","TUBA1B","Tophat",NA,NA,NA
"637","TCGA-AB-2805-03A_2","DKFZP586I1420","PSMC5","Tophat",NA,NA,NA
"638","TCGA-AB-2805-03A_2","DLG2","UNC45B","Tophat",NA,NA,NA
"644","TCGA-AB-2805-03A_2","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"645","TCGA-AB-2805-03A_2","ENO1","EDARADD","Tophat",NA,NA,NA
"650","TCGA-AB-2805-03A_2","EXOC7","ZACN","Tophat",NA,NA,NA
"651","TCGA-AB-2805-03A_2","EZH1","CNTNAP1","Tophat",NA,NA,NA
"652","TCGA-AB-2805-03A_2","FAM32A","CECR1","Tophat",NA,NA,NA
"653","TCGA-AB-2805-03A_2","FBRSL1","ENSG00000241439","Tophat",NA,NA,NA
"654","TCGA-AB-2805-03A_2","FLJ39080","PCBP2","Tophat",NA,NA,NA
"655","TCGA-AB-2805-03A_2","FMO5","CCT8","Tophat",NA,NA,NA
"656","TCGA-AB-2805-03A_2","GLUD1","GLUD2","Tophat",NA,NA,NA
"657","TCGA-AB-2805-03A_2","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"658","TCGA-AB-2805-03A_2","HFM1","ACTB","Tophat",NA,NA,NA
"659","TCGA-AB-2805-03A_2","HFM1","ACTG1","Tophat",NA,NA,NA
"660","TCGA-AB-2805-03A_2","HFM1","CD74","Tophat",NA,NA,NA
"661","TCGA-AB-2805-03A_2","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"663","TCGA-AB-2805-03A_2","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"665","TCGA-AB-2805-03A_2","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"667","TCGA-AB-2805-03A_2","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"668","TCGA-AB-2805-03A_2","HFM1","NOTCH2NL","Tophat",NA,NA,NA
"669","TCGA-AB-2805-03A_2","HFM1","PPEF2","Tophat",NA,NA,NA
"672","TCGA-AB-2805-03A_2","HFM1","RAC2","Tophat",NA,NA,NA
"673","TCGA-AB-2805-03A_2","HFM1","SEC14L1","Tophat",NA,NA,NA
"675","TCGA-AB-2805-03A_2","HLA-C","HLA-B","Tophat",NA,NA,NA
"676","TCGA-AB-2805-03A_2","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"680","TCGA-AB-2805-03A_2","HLA-DPB1","HLA-DPB2","Tophat",NA,NA,NA
"681","TCGA-AB-2805-03A_2","HLA-F","HLA-E","Tophat",NA,NA,NA
"682","TCGA-AB-2805-03A_2","HLA-H","HLA-B","Tophat",NA,NA,NA
"684","TCGA-AB-2805-03A_2","HN1","ENSG00000213148","Tophat",NA,NA,NA
"685","TCGA-AB-2805-03A_2","HSD17B4","ENSG00000253336","Tophat",NA,NA,NA
"686","TCGA-AB-2805-03A_2","HSH2D","RAB8A","Tophat",NA,NA,NA
"687","TCGA-AB-2805-03A_2","HSP90B1","LRRC28","Tophat",NA,NA,NA
"688","TCGA-AB-2805-03A_2","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"689","TCGA-AB-2805-03A_2","IGJ","ENSG00000132464","Tophat",NA,NA,NA
"690","TCGA-AB-2805-03A_2","IL4I1","ATF5","Tophat",NA,NA,NA
"691","TCGA-AB-2805-03A_2","ITGB2","ANKRD30BL","Tophat",NA,NA,NA
"692","TCGA-AB-2805-03A_2","ITGB2","ENSG00000225840","Tophat",NA,NA,NA
