"","Barcode","Head","Tail","Tophat","Soap","FusionScan","Prada"
"3917","TCGA-AB-2869-03A","PID1","HFM1","Tophat",NA,NA,NA
"3918","TCGA-AB-2869-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"3919","TCGA-AB-2869-03A","RPL8","ENSG00000225267","Tophat",NA,NA,NA
"3920","TCGA-AB-2869-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"3921","TCGA-AB-2869-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"3922","TCGA-AB-2869-03A","SLCO5A1","PID1","Tophat",NA,NA,NA
"3923","TCGA-AB-2869-03A","SRPK2","NKAIN3","Tophat",NA,NA,NA
"3924","TCGA-AB-2869-03A","SUDS3","ENSG00000250101","Tophat",NA,NA,NA
"3925","TCGA-AB-2869-03A","WDR6","DALRD3","Tophat",NA,NA,NA
"3926","TCGA-AB-2869-03A","ZNF746","ZNF767P","Tophat",NA,NA,NA
"3927","TCGA-AB-2870-03A","ANKRD30BL","ACTB","Tophat",NA,NA,NA
"3928","TCGA-AB-2870-03A","ANKRD30BL","ENSG00000248527","Tophat",NA,NA,NA
"3929","TCGA-AB-2870-03A","ANKRD30BL","GRN","Tophat",NA,NA,NA
"3930","TCGA-AB-2870-03A","ANKRD30BL","ITGB2","Tophat",NA,NA,NA
"3931","TCGA-AB-2870-03A","ANKRD30BL","MPO","Tophat",NA,NA,NA
"3932","TCGA-AB-2870-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"3933","TCGA-AB-2870-03A","ATIC","ENSG00000248611","Tophat",NA,NA,NA
"3934","TCGA-AB-2870-03A","ATP5B","VWA3B","Tophat",NA,NA,NA
"3935","TCGA-AB-2870-03A","C16orf58","SLC5A2","Tophat",NA,NA,NA
"3936","TCGA-AB-2870-03A","CR1L","CR1","Tophat",NA,NA,NA
"3937","TCGA-AB-2870-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"3938","TCGA-AB-2870-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"3939","TCGA-AB-2870-03A","FKBP8","PPP1R12B","Tophat",NA,NA,NA
"3940","TCGA-AB-2870-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"3941","TCGA-AB-2870-03A","HCG17","HLA-C","Tophat",NA,NA,NA
"3942","TCGA-AB-2870-03A","HFM1","CD74","Tophat",NA,NA,NA
"3943","TCGA-AB-2870-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"3944","TCGA-AB-2870-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"3945","TCGA-AB-2870-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"3946","TCGA-AB-2870-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"3947","TCGA-AB-2870-03A","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"3948","TCGA-AB-2870-03A","HLA-H","HCG17","Tophat",NA,NA,NA
"3949","TCGA-AB-2870-03A","HLA-H","HLA-B","Tophat",NA,NA,NA
"3950","TCGA-AB-2870-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"3951","TCGA-AB-2870-03A","MALAT1","ENSG00000240409","Tophat",NA,NA,NA
"3952","TCGA-AB-2870-03A","MPO","PDE3A","Tophat",NA,NA,NA
"3953","TCGA-AB-2870-03A","PABPC1","PABPC3","Tophat",NA,NA,NA
"3954","TCGA-AB-2870-03A","PID1","CD74","Tophat",NA,NA,NA
"3955","TCGA-AB-2870-03A","PID1","HFM1","Tophat",NA,NA,NA
"3956","TCGA-AB-2870-03A","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"3957","TCGA-AB-2870-03A","SAFB2","SAFB","Tophat",NA,NA,NA
"3958","TCGA-AB-2870-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"3959","TCGA-AB-2870-03A","SRPK2","NKAIN3","Tophat",NA,NA,NA
"3960","TCGA-AB-2870-03A","TBL1Y","TBL1X","Tophat",NA,NA,NA
"3961","TCGA-AB-2870-03A","VIM","DES","Tophat",NA,NA,NA
"3962","TCGA-AB-2870-03A","ZMIZ2","ZMIZ1","Tophat",NA,NA,NA
"3963","TCGA-AB-2870-03A","ZNF746","ZNF767P","Tophat",NA,NA,NA
"3964","TCGA-AB-2871-03A","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"3965","TCGA-AB-2871-03A","ANKRD30BL","PABPC1","Tophat",NA,NA,NA
"3966","TCGA-AB-2871-03A","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"3967","TCGA-AB-2871-03A","ARL8B","TEX101","Tophat",NA,NA,NA
"3968","TCGA-AB-2871-03A","CD74","ENSG00000239935","Tophat",NA,NA,NA
"3969","TCGA-AB-2871-03A","CROCCP2","ENSG00000225769","Tophat",NA,NA,NA
"3970","TCGA-AB-2871-03A","CSNK1G2","JAK2","Tophat",NA,NA,NA
"3971","TCGA-AB-2871-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"3972","TCGA-AB-2871-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"3973","TCGA-AB-2871-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"3974","TCGA-AB-2871-03A","FER","GNB2L1","Tophat",NA,NA,NA
"3975","TCGA-AB-2871-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"3976","TCGA-AB-2871-03A","GRID2","FER","Tophat",NA,NA,NA
"3977","TCGA-AB-2871-03A","HFM1","CD74","Tophat",NA,NA,NA
"3978","TCGA-AB-2871-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"3979","TCGA-AB-2871-03A","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"3980","TCGA-AB-2871-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"3981","TCGA-AB-2871-03A","HFM1","PCBD2","Tophat",NA,NA,NA
"3982","TCGA-AB-2871-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"3983","TCGA-AB-2871-03A","HFM1","SEC14L1","Tophat",NA,NA,NA
"3984","TCGA-AB-2871-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"3985","TCGA-AB-2871-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"3986","TCGA-AB-2871-03A","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"3987","TCGA-AB-2871-03A","MALAT1","ENSG00000198744","Tophat",NA,NA,NA
"3988","TCGA-AB-2871-03A","MALAT1","ENSG00000248527","Tophat",NA,NA,NA
"3989","TCGA-AB-2871-03A","NEGR1","GDI2","Tophat",NA,NA,NA
"3990","TCGA-AB-2871-03A","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"3991","TCGA-AB-2871-03A","PCBP2","FLJ39080","Tophat",NA,NA,NA
"3992","TCGA-AB-2871-03A","PID1","ENSG00000226958","Tophat",NA,NA,NA
"3993","TCGA-AB-2871-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"3994","TCGA-AB-2871-03A","PID1","ENSG00000241781","Tophat",NA,NA,NA
"3995","TCGA-AB-2871-03A","PID1","ENSG00000248527","Tophat",NA,NA,NA
"3996","TCGA-AB-2871-03A","PID1","HFM1","Tophat",NA,NA,NA
"3997","TCGA-AB-2871-03A","RNF138","PPAP2A","Tophat",NA,NA,NA
"3998","TCGA-AB-2871-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"3999","TCGA-AB-2871-03A","SNHG1","SNORD29","Tophat",NA,NA,NA
"4000","TCGA-AB-2871-03A","SPAG5-AS1","KIAA0100","Tophat",NA,NA,NA
"4001","TCGA-AB-2871-03A","SQSTM1","MGAT4B","Tophat",NA,NA,NA
"4002","TCGA-AB-2871-03A","WDR6","DALRD3","Tophat",NA,NA,NA
"4003","TCGA-AB-2873-03A","ANKRD30BL","ACTB","Tophat",NA,NA,NA
"4004","TCGA-AB-2873-03A","ANKRD30BL","ENSG00000237973","Tophat",NA,NA,NA
"4005","TCGA-AB-2873-03A","ANKRD30BL","ITGB2","Tophat",NA,NA,NA
"4006","TCGA-AB-2873-03A","ANKRD30BL","PABPC1","Tophat",NA,NA,NA
"4007","TCGA-AB-2873-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"4008","TCGA-AB-2873-03A","ARL8B","TEX101","Tophat",NA,NA,NA
"4009","TCGA-AB-2873-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"4010","TCGA-AB-2873-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"4011","TCGA-AB-2873-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"4012","TCGA-AB-2873-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"4013","TCGA-AB-2873-03A","EXOC7","ZACN","Tophat",NA,NA,NA
"4014","TCGA-AB-2873-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4015","TCGA-AB-2873-03A","GRID2","GNB2L1","Tophat",NA,NA,NA
"4016","TCGA-AB-2873-03A","HFM1","CD74","Tophat",NA,NA,NA
"4017","TCGA-AB-2873-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"4018","TCGA-AB-2873-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"4019","TCGA-AB-2873-03A","HLA-A","HLA-B","Tophat",NA,NA,NA
"4020","TCGA-AB-2873-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"4021","TCGA-AB-2873-03A","HSD17B4","ENSG00000253336","Tophat",NA,NA,NA
"4022","TCGA-AB-2873-03A","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"4023","TCGA-AB-2873-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"4024","TCGA-AB-2873-03A","KIAA0825","PCBD2","Tophat",NA,NA,NA
"4025","TCGA-AB-2873-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"4026","TCGA-AB-2873-03A","LRP5","LRP5L","Tophat",NA,NA,NA
"4027","TCGA-AB-2873-03A","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"4028","TCGA-AB-2873-03A","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"4029","TCGA-AB-2873-03A","NUMA1","IL18BP","Tophat",NA,NA,NA
"4030","TCGA-AB-2873-03A","PABPC1","PABPC3","Tophat",NA,NA,NA
"4031","TCGA-AB-2873-03A","PCBD2","VPS13B","Tophat",NA,NA,NA
"4032","TCGA-AB-2873-03A","PDE3A","ENSG00000237973","Tophat",NA,NA,NA
"4033","TCGA-AB-2873-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"4034","TCGA-AB-2873-03A","PID1","ENSG00000241781","Tophat",NA,NA,NA
"4035","TCGA-AB-2873-03A","PTEN","RPL11","Tophat",NA,NA,NA
"4036","TCGA-AB-2873-03A","PTOV1","PNKP","Tophat",NA,NA,NA
"4037","TCGA-AB-2873-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"4038","TCGA-AB-2873-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"4039","TCGA-AB-2873-03A","SRPK2","NKAIN3","Tophat",NA,NA,NA
"4040","TCGA-AB-2873-03A","TAF10","ILK","Tophat",NA,NA,NA
"4041","TCGA-AB-2873-03A","TBL1Y","TBL1X","Tophat",NA,NA,NA
"4042","TCGA-AB-2873-03A","UTRN","ENSG00000226958","Tophat",NA,NA,NA
"4043","TCGA-AB-2873-03A","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"4044","TCGA-AB-2873-03A","XKR4","SBF1","Tophat",NA,NA,NA
"4045","TCGA-AB-2873-03A","ZMIZ2","ZMIZ1","Tophat",NA,NA,NA
"4046","TCGA-AB-2873-03A","ZNRD1-AS1","HLA-B","Tophat",NA,NA,NA
"4047","TCGA-AB-2874-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"4048","TCGA-AB-2874-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"4049","TCGA-AB-2874-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"4050","TCGA-AB-2874-03A","FER","GNB2L1","Tophat",NA,NA,NA
"4051","TCGA-AB-2874-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4052","TCGA-AB-2874-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"4053","TCGA-AB-2874-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"4054","TCGA-AB-2874-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"4055","TCGA-AB-2874-03A","HLA-H","HLA-C","Tophat",NA,NA,NA
"4056","TCGA-AB-2874-03A","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"4057","TCGA-AB-2874-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"4058","TCGA-AB-2874-03A","MPO","ANKRD30BL","Tophat",NA,NA,NA
"4059","TCGA-AB-2874-03A","MPO","PDE3A","Tophat",NA,NA,NA
"4060","TCGA-AB-2874-03A","PABPC1","PABPC3","Tophat",NA,NA,NA
"4061","TCGA-AB-2874-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"4062","TCGA-AB-2874-03A","PID1","HFM1","Tophat",NA,NA,NA
"4063","TCGA-AB-2874-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"4064","TCGA-AB-2874-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"4065","TCGA-AB-2874-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"4066","TCGA-AB-2874-03A","TCIRG1","ENSG00000255031","Tophat",NA,NA,NA
"4067","TCGA-AB-2874-03A","WDR6","DALRD3","Tophat",NA,NA,NA
"4068","TCGA-AB-2874-03A","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"4069","TCGA-AB-2877-03A","AHSA2","USP34","Tophat",NA,NA,NA
"4070","TCGA-AB-2877-03A","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"4071","TCGA-AB-2877-03A","ARL8B","TEX101","Tophat",NA,NA,NA
"4072","TCGA-AB-2877-03A","C16orf58","SLC5A2","Tophat",NA,NA,NA
"4073","TCGA-AB-2877-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"4074","TCGA-AB-2877-03A","DKFZP586I1420","PSMC5","Tophat",NA,NA,NA
"4075","TCGA-AB-2877-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"4076","TCGA-AB-2877-03A","FAM32A","CECR1","Tophat",NA,NA,NA
"4077","TCGA-AB-2877-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4078","TCGA-AB-2877-03A","GRID2","GNB2L1","Tophat",NA,NA,NA
"4079","TCGA-AB-2877-03A","JAK2","TCF3","Tophat",NA,NA,NA
"4080","TCGA-AB-2877-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"4081","TCGA-AB-2877-03A","MALAT1","ENSG00000225630","Tophat",NA,NA,NA
"4082","TCGA-AB-2877-03A","MALAT1","ENSG00000229344","Tophat",NA,NA,NA
"4083","TCGA-AB-2877-03A","MALAT1","ENSG00000230021","Tophat",NA,NA,NA
"4084","TCGA-AB-2877-03A","PABPC1","PABPC3","Tophat",NA,NA,NA
"4085","TCGA-AB-2877-03A","PCBD2","ENSG00000232177","Tophat",NA,NA,NA
"4086","TCGA-AB-2877-03A","PCBP2","FLJ39080","Tophat",NA,NA,NA
"4087","TCGA-AB-2877-03A","PID1","ENSG00000251948","Tophat",NA,NA,NA
"4088","TCGA-AB-2877-03A","PLEKHA5","SRSF11","Tophat",NA,NA,NA
"4089","TCGA-AB-2877-03A","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"4090","TCGA-AB-2877-03A","SP140L","SP140","Tophat",NA,NA,NA
"4091","TCGA-AB-2877-03A","SQSTM1","MGAT4B","Tophat",NA,NA,NA
"4092","TCGA-AB-2877-03A","TCIRG1","ENSG00000255031","Tophat",NA,NA,NA
"4093","TCGA-AB-2877-03A","ZNF746","ZNF767P","Tophat",NA,NA,NA
"4094","TCGA-AB-2879-03A","ANKRD30BL","ENSG00000237973","Tophat",NA,NA,NA
"4095","TCGA-AB-2879-03A","ANKRD30BL","MPO","Tophat",NA,NA,NA
"4096","TCGA-AB-2879-03A","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"4097","TCGA-AB-2879-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"4098","TCGA-AB-2879-03A","ARL8B","TEX101","Tophat",NA,NA,NA
"4099","TCGA-AB-2879-03A","CSNK1G2","JAK2","Tophat",NA,NA,NA
"4100","TCGA-AB-2879-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"4101","TCGA-AB-2879-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"4102","TCGA-AB-2879-03A","EIF3G","P2RY11","Tophat",NA,NA,NA
"4103","TCGA-AB-2879-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"4104","TCGA-AB-2879-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"4105","TCGA-AB-2879-03A","FAU","ENSG00000235297","Tophat",NA,NA,NA
"4106","TCGA-AB-2879-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4107","TCGA-AB-2879-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"4108","TCGA-AB-2879-03A","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"4109","TCGA-AB-2879-03A","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"4110","TCGA-AB-2879-03A","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"4111","TCGA-AB-2879-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"4112","TCGA-AB-2879-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"4113","TCGA-AB-2879-03A","HFM1","SORCS2","Tophat",NA,NA,NA
"4114","TCGA-AB-2879-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"4115","TCGA-AB-2879-03A","MALAT1","ENSG00000198744","Tophat",NA,NA,NA
"4116","TCGA-AB-2879-03A","MALAT1","ENSG00000225630","Tophat",NA,NA,NA
"4117","TCGA-AB-2879-03A","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"4118","TCGA-AB-2879-03A","MALAT1","ENSG00000240409","Tophat",NA,NA,NA
"4119","TCGA-AB-2879-03A","MPO","EPX","Tophat",NA,NA,NA
"4120","TCGA-AB-2879-03A","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"4121","TCGA-AB-2879-03A","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"4122","TCGA-AB-2879-03A","NOTCH2NL","ENSG00000251948","Tophat",NA,NA,NA
"4123","TCGA-AB-2879-03A","PCBD2","VPS13B","Tophat",NA,NA,NA
"4124","TCGA-AB-2879-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"4125","TCGA-AB-2879-03A","PID1","ENSG00000241781","Tophat",NA,NA,NA
"4126","TCGA-AB-2879-03A","PID1","HFM1","Tophat",NA,NA,NA
"4127","TCGA-AB-2879-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"4128","TCGA-AB-2879-03A","TRIM54","UCN","Tophat",NA,NA,NA
"4129","TCGA-AB-2879-03A","WDR6","DALRD3","Tophat",NA,NA,NA
"4130","TCGA-AB-2879-03A","ZNF746","ZNF767P","Tophat",NA,NA,NA
"4131","TCGA-AB-2880-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"4132","TCGA-AB-2880-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"4133","TCGA-AB-2880-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"4134","TCGA-AB-2880-03A","FKBP8","PPP1R12B","Tophat",NA,NA,NA
"4135","TCGA-AB-2880-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4136","TCGA-AB-2880-03A","HFM1","CD74","Tophat",NA,NA,NA
"4137","TCGA-AB-2880-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"4138","TCGA-AB-2880-03A","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"4139","TCGA-AB-2880-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"4140","TCGA-AB-2880-03A","HFM1","PCBD2","Tophat",NA,NA,NA
"4141","TCGA-AB-2880-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"4142","TCGA-AB-2880-03A","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"4143","TCGA-AB-2880-03A","HLA-E","HLA-B","Tophat",NA,NA,NA
"4144","TCGA-AB-2880-03A","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"4145","TCGA-AB-2880-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"4146","TCGA-AB-2880-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"4147","TCGA-AB-2880-03A","LTB4R2","LTB4R","Tophat",NA,NA,NA
"4148","TCGA-AB-2880-03A","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"4149","TCGA-AB-2880-03A","PID1","ENSG00000251948","Tophat",NA,NA,NA
"4150","TCGA-AB-2880-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"4151","TCGA-AB-2880-03A","RNF43","BZRAP1-AS1","Tophat",NA,NA,NA
"4152","TCGA-AB-2880-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"4153","TCGA-AB-2880-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"4154","TCGA-AB-2880-03A","SRPK2","NKAIN3","Tophat",NA,NA,NA
"4155","TCGA-AB-2881-03A","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"4156","TCGA-AB-2881-03A","ANKRD30BL","MPO","Tophat",NA,NA,NA
"4157","TCGA-AB-2881-03A","CD74","ENSG00000239935","Tophat",NA,NA,NA
"4158","TCGA-AB-2881-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"4159","TCGA-AB-2881-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"4160","TCGA-AB-2881-03A","EIF3G","P2RY11","Tophat",NA,NA,NA
"4161","TCGA-AB-2881-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"4162","TCGA-AB-2881-03A","FER","GNB2L1","Tophat",NA,NA,NA
"4163","TCGA-AB-2881-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4164","TCGA-AB-2881-03A","GRID2","GNB2L1","Tophat",NA,NA,NA
"4165","TCGA-AB-2881-03A","HFM1","CD74","Tophat",NA,NA,NA
"4166","TCGA-AB-2881-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"4167","TCGA-AB-2881-03A","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"4168","TCGA-AB-2881-03A","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"4169","TCGA-AB-2881-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"4170","TCGA-AB-2881-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"4171","TCGA-AB-2881-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"4172","TCGA-AB-2881-03A","HLA-G","HLA-B","Tophat",NA,NA,NA
"4173","TCGA-AB-2881-03A","HSP90B1","LRRC28","Tophat",NA,NA,NA
"4174","TCGA-AB-2881-03A","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"4175","TCGA-AB-2881-03A","JAK2","TCF3","Tophat",NA,NA,NA
"4176","TCGA-AB-2881-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"4177","TCGA-AB-2881-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"4178","TCGA-AB-2881-03A","NUMA1","IL18BP","Tophat",NA,NA,NA
"4179","TCGA-AB-2881-03A","PDE3A","ENSG00000237973","Tophat",NA,NA,NA
"4180","TCGA-AB-2881-03A","PID1","ENSG00000241781","Tophat",NA,NA,NA
"4181","TCGA-AB-2881-03A","PID1","ENSG00000251948","Tophat",NA,NA,NA
"4182","TCGA-AB-2881-03A","RPS19","ENSG00000214612","Tophat",NA,NA,NA
"4183","TCGA-AB-2881-03A","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"4184","TCGA-AB-2881-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"4185","TCGA-AB-2881-03A","SPSB2","TPI1","Tophat",NA,NA,NA
"4186","TCGA-AB-2881-03A","TAF1L","BCYRN1","Tophat",NA,NA,NA
"4187","TCGA-AB-2881-03A","TMC6","TMC8","Tophat",NA,NA,NA
"4188","TCGA-AB-2881-03A","WDR6","DALRD3","Tophat",NA,NA,NA
"4189","TCGA-AB-2881-03A","ZNF746","ZNF767P","Tophat",NA,NA,NA
"4190","TCGA-AB-2882-03A","ANKRD30BL","MPO","Tophat",NA,NA,NA
"4191","TCGA-AB-2882-03A","BMS1P20","ENSG00000211676","Tophat",NA,NA,NA
"4192","TCGA-AB-2882-03A","BMS1P20","ENSG00000211678","Tophat",NA,NA,NA
"4193","TCGA-AB-2882-03A","BMS1P20","ENSG00000211684","Tophat",NA,NA,NA
"4194","TCGA-AB-2882-03A","BMS1P20","IGLL5","Tophat",NA,NA,NA
"4195","TCGA-AB-2882-03A","CAGE1","RPS3","Tophat",NA,NA,NA
"4196","TCGA-AB-2882-03A","CR1L","CR1","Tophat",NA,NA,NA
"4197","TCGA-AB-2882-03A","EIF3G","P2RY11","Tophat",NA,NA,NA
"4198","TCGA-AB-2882-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"4199","TCGA-AB-2882-03A","FKBP8","PPP1R12B","Tophat",NA,NA,NA
"4200","TCGA-AB-2882-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"4201","TCGA-AB-2882-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"4202","TCGA-AB-2882-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"4203","TCGA-AB-2882-03A","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"4204","TCGA-AB-2882-03A","HLA-G","HLA-B","Tophat",NA,NA,NA
"4205","TCGA-AB-2882-03A","JAK2","TCF3","Tophat",NA,NA,NA
"4206","TCGA-AB-2882-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"4207","TCGA-AB-2882-03A","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"4208","TCGA-AB-2882-03A","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"4209","TCGA-AB-2882-03A","MPO","EPX","Tophat",NA,NA,NA
"4210","TCGA-AB-2882-03A","PLEKHA5","SRSF11","Tophat",NA,NA,NA
"4211","TCGA-AB-2882-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"4212","TCGA-AB-2882-03A","RANBP1","PRPSAP2","Tophat",NA,NA,NA
"4213","TCGA-AB-2882-03A","SDR39U1","KHNYN","Tophat",NA,NA,NA
"4214","TCGA-AB-2882-03A","SEC14L1","ALKBH3","Tophat",NA,NA,NA
"4215","TCGA-AB-2882-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"4216","TCGA-AB-2882-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"4217","TCGA-AB-2882-03A","SRPK2","NKAIN3","Tophat",NA,NA,NA
"4218","TCGA-AB-2882-03A","TMC6","TMC8","Tophat",NA,NA,NA
"4219","TCGA-AB-2882-03A","UBE3C","UBXN2B","Tophat",NA,NA,NA
"4220","TCGA-AB-2882-03A","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"4221","TCGA-AB-2882-03A","ZMIZ2","ZMIZ1","Tophat",NA,NA,NA
"4222","TCGA-AB-2882-03A","ZNRD1-AS1","HLA-B","Tophat",NA,NA,NA
"4223","TCGA-AB-2884-03A","ANKRD30BL","ITGB2","Tophat",NA,NA,NA
"4224","TCGA-AB-2884-03A","ANKRD30BL","PABPC1","Tophat",NA,NA,NA
"4225","TCGA-AB-2884-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
