"","Barcode","Head","Tail","Tophat","Soap","FusionScan","Prada"
"1","TCGA-AB-2806-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"2","TCGA-AB-2819-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"3","TCGA-AB-2858-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"4","TCGA-AB-2875-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"5","TCGA-AB-2886-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"6","TCGA-AB-2937-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"7","TCGA-AB-2950-03A","RUNX1","RUNX1T1","Tophat","Soapfuse","Fusionscan","pyPRADA"
"8","TCGA-AB-2982-03B","PML","RARA","Tophat","Soapfuse","Fusionscan","pyPRADA"
"9","TCGA-AB-3007-03A","PML","RARA","Tophat","Soapfuse","Fusionscan","pyPRADA"
"10","TCGA-AB-2803-03A","PML","RARA","Tophat","Soapfuse",NA,"pyPRADA"
"11","TCGA-AB-2862-03A","PML","RARA","Tophat","Soapfuse",NA,"pyPRADA"
"12","TCGA-AB-2872-03A","PML","RARA","Tophat","Soapfuse",NA,"pyPRADA"
"13","TCGA-AB-2897-03A","PML","RARA","Tophat","Soapfuse",NA,"pyPRADA"
"14","TCGA-AB-2994-03A","PML","RARA","Tophat","Soapfuse",NA,"pyPRADA"
"15","TCGA-AB-2999-03B","PML","RARA","Tophat","Soapfuse",NA,"pyPRADA"
"16","TCGA-AB-2803-03A","AGBL5","OST4","Tophat",NA,NA,NA
"17","TCGA-AB-2803-03A","AHSA2","USP34","Tophat",NA,NA,NA
"18","TCGA-AB-2803-03A","ALYREF","ENSG00000219039","Tophat",NA,NA,NA
"19","TCGA-AB-2803-03A","ANKRD30BL","ACTB","Tophat",NA,NA,NA
"20","TCGA-AB-2803-03A","ANKRD30BL","ENSG00000225630","Tophat",NA,NA,NA
"21","TCGA-AB-2803-03A","ANKRD30BL","ENSG00000237973","Tophat",NA,NA,NA
"22","TCGA-AB-2803-03A","ANKRD30BL","ENSG00000239843","Tophat",NA,NA,NA
"23","TCGA-AB-2803-03A","ANKRD30BL","ENSG00000239935","Tophat",NA,NA,NA
"24","TCGA-AB-2803-03A","ANKRD30BL","GRN","Tophat",NA,NA,NA
"25","TCGA-AB-2803-03A","ANKRD30BL","MPO","Tophat",NA,NA,NA
"26","TCGA-AB-2803-03A","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"27","TCGA-AB-2803-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"28","TCGA-AB-2803-03A","ANKRD30BL","PID1","Tophat",NA,NA,NA
"29","TCGA-AB-2803-03A","ATP13A1","ENSG00000249155","Tophat",NA,NA,NA
"30","TCGA-AB-2803-03A","AZU1","ENSG00000198744","Tophat",NA,NA,NA
"31","TCGA-AB-2803-03A","BECN1","CNTD1","Tophat",NA,NA,NA
"32","TCGA-AB-2803-03A","BHLHE40-AS1","BHLHE40","Tophat",NA,NA,NA
"33","TCGA-AB-2803-03A","C16orf58","SLC5A2","Tophat",NA,NA,NA
"34","TCGA-AB-2803-03A","CDK5RAP3","ENSG00000224628","Tophat",NA,NA,NA
"35","TCGA-AB-2803-03A","CHPT1","SYCP3","Tophat",NA,NA,NA
"36","TCGA-AB-2803-03A","CLIC1","CEP112","Tophat",NA,NA,NA
"37","TCGA-AB-2803-03A","CLIC1","ENSG00000231313","Tophat",NA,NA,NA
"38","TCGA-AB-2803-03A","CPSF1","ENSG00000214076","Tophat",NA,NA,NA
"39","TCGA-AB-2803-03A","CR1L","CR1","Tophat",NA,NA,NA
"40","TCGA-AB-2803-03A","CRB2","DENND1A","Tophat",NA,NA,NA
"41","TCGA-AB-2803-03A","CSNK1G2","JAK2","Tophat",NA,NA,NA
"42","TCGA-AB-2803-03A","DDIT3","MARS","Tophat",NA,NA,NA
"43","TCGA-AB-2803-03A","DDX17","KDELR3","Tophat",NA,NA,NA
"44","TCGA-AB-2803-03A","DDX3X","ENSG00000251577","Tophat",NA,NA,NA
"45","TCGA-AB-2803-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"46","TCGA-AB-2803-03A","DHFR","SRGN","Tophat",NA,NA,NA
"47","TCGA-AB-2803-03A","DLG2","ENSG00000252666","Tophat",NA,NA,NA
"48","TCGA-AB-2803-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"49","TCGA-AB-2803-03A","DYNLT1","ENSG00000250613","Tophat",NA,NA,NA
"50","TCGA-AB-2803-03A","EIF2B4","ENSG00000234072","Tophat",NA,NA,NA
"51","TCGA-AB-2803-03A","EIF3E","KHDC1","Tophat",NA,NA,NA
"52","TCGA-AB-2803-03A","EIF3G","P2RY11","Tophat",NA,NA,NA
"53","TCGA-AB-2803-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"54","TCGA-AB-2803-03A","ELANE","ENSG00000229344","Tophat",NA,NA,NA
"55","TCGA-AB-2803-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"56","TCGA-AB-2803-03A","FAM154A","PSMC3","Tophat",NA,NA,NA
"57","TCGA-AB-2803-03A","FKBP8","PPP1R12B","Tophat",NA,NA,NA
"58","TCGA-AB-2803-03A","FTH1","BEST1","Tophat",NA,NA,NA
"59","TCGA-AB-2803-03A","FTL","ENSG00000232368","Tophat",NA,NA,NA
"60","TCGA-AB-2803-03A","GGCX","MAT2A","Tophat",NA,NA,NA
"61","TCGA-AB-2803-03A","GNB2L1","GRID2","Tophat",NA,NA,NA
"62","TCGA-AB-2803-03A","GPAA1","ENSG00000240069","Tophat",NA,NA,NA
"63","TCGA-AB-2803-03A","GRB14","EIF3E","Tophat",NA,NA,NA
"64","TCGA-AB-2803-03A","HCG17","HLA-C","Tophat",NA,NA,NA
"65","TCGA-AB-2803-03A","HCST","ENSG00000167604","Tophat",NA,NA,NA
"66","TCGA-AB-2803-03A","HFM1","ENSG00000226958","Tophat",NA,NA,NA
"67","TCGA-AB-2803-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"68","TCGA-AB-2803-03A","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"69","TCGA-AB-2803-03A","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"70","TCGA-AB-2803-03A","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"71","TCGA-AB-2803-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"72","TCGA-AB-2803-03A","HFM1","INTS4","Tophat",NA,NA,NA
"73","TCGA-AB-2803-03A","HFM1","PCBD2","Tophat",NA,NA,NA
"74","TCGA-AB-2803-03A","HFM1","PKP4","Tophat",NA,NA,NA
"75","TCGA-AB-2803-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"76","TCGA-AB-2803-03A","HFM1","SLCO5A1","Tophat",NA,NA,NA
"77","TCGA-AB-2803-03A","HFM1","SORCS2","Tophat",NA,NA,NA
"78","TCGA-AB-2803-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"79","TCGA-AB-2803-03A","HLA-E","HLA-C","Tophat",NA,NA,NA
"80","TCGA-AB-2803-03A","HLA-G","HLA-B","Tophat",NA,NA,NA
"81","TCGA-AB-2803-03A","HLA-H","HCG17","Tophat",NA,NA,NA
"82","TCGA-AB-2803-03A","HN1","ENSG00000213148","Tophat",NA,NA,NA
"83","TCGA-AB-2803-03A","HSP90B1","LRRC28","Tophat",NA,NA,NA
"84","TCGA-AB-2803-03A","ICAM2","PRR29","Tophat",NA,NA,NA
"85","TCGA-AB-2803-03A","IGFBP7-AS1","IGFBP7","Tophat",NA,NA,NA
"86","TCGA-AB-2803-03A","JAK2","TCF3","Tophat",NA,NA,NA
"87","TCGA-AB-2803-03A","KHDC1","EIF3E","Tophat",NA,NA,NA
"88","TCGA-AB-2803-03A","KIAA0825","PCBD2","Tophat",NA,NA,NA
"89","TCGA-AB-2803-03A","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"90","TCGA-AB-2803-03A","LOC644936","ACTB","Tophat",NA,NA,NA
"91","TCGA-AB-2803-03A","LRIF1","ENSG00000232811","Tophat",NA,NA,NA
"92","TCGA-AB-2803-03A","MALAT1","CALR","Tophat",NA,NA,NA
"93","TCGA-AB-2803-03A","MALAT1","ENSG00000229344","Tophat",NA,NA,NA
"94","TCGA-AB-2803-03A","MALAT1","ENSG00000230021","Tophat",NA,NA,NA
"95","TCGA-AB-2803-03A","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"96","TCGA-AB-2803-03A","MALAT1","MPO","Tophat",NA,NA,NA
"97","TCGA-AB-2803-03A","MALAT1","SRGN","Tophat",NA,NA,NA
"98","TCGA-AB-2803-03A","MCUR1","SMG6","Tophat",NA,NA,NA
"99","TCGA-AB-2803-03A","MPO","ELANE","Tophat",NA,NA,NA
"100","TCGA-AB-2803-03A","NDUFB9","ENSG00000236238","Tophat",NA,NA,NA
"101","TCGA-AB-2803-03A","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"102","TCGA-AB-2803-03A","NOTCH2","ENSG00000243185","Tophat",NA,NA,NA
"103","TCGA-AB-2803-03A","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"104","TCGA-AB-2803-03A","P2RY11","EIF3G","Tophat",NA,NA,NA
"105","TCGA-AB-2803-03A","PCBD2","ELANE","Tophat",NA,NA,NA
"106","TCGA-AB-2803-03A","PCBD2","ENSG00000226958","Tophat",NA,NA,NA
"107","TCGA-AB-2803-03A","PCBD2","ENSG00000230021","Tophat",NA,NA,NA
"108","TCGA-AB-2803-03A","PCBD2","ENSG00000232177","Tophat",NA,NA,NA
"109","TCGA-AB-2803-03A","PCBD2","KIAA0825","Tophat",NA,NA,NA
"110","TCGA-AB-2803-03A","PCBD2","SPI1","Tophat",NA,NA,NA
"111","TCGA-AB-2803-03A","PCBD2","SRGN","Tophat",NA,NA,NA
"112","TCGA-AB-2803-03A","PCBD2","VPS13B","Tophat",NA,NA,NA
"113","TCGA-AB-2803-03A","PCBP2","FLJ39080","Tophat",NA,NA,NA
"114","TCGA-AB-2803-03A","PDE3A","ENSG00000198744","Tophat",NA,NA,NA
"115","TCGA-AB-2803-03A","PDE3A","ENSG00000225630","Tophat",NA,NA,NA
"116","TCGA-AB-2803-03A","PDE3A","ENSG00000225840","Tophat",NA,NA,NA
"117","TCGA-AB-2803-03A","PDE3A","ENSG00000248527","Tophat",NA,NA,NA
"118","TCGA-AB-2803-03A","PIAS4","HIPK2","Tophat",NA,NA,NA
"119","TCGA-AB-2803-03A","PID1","ENSG00000226958","Tophat",NA,NA,NA
"120","TCGA-AB-2803-03A","PID1","ENSG00000239776","Tophat",NA,NA,NA
"121","TCGA-AB-2803-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"122","TCGA-AB-2803-03A","PID1","ENSG00000241781","Tophat",NA,NA,NA
"123","TCGA-AB-2803-03A","PID1","ENSG00000248527","Tophat",NA,NA,NA
"124","TCGA-AB-2803-03A","PID1","ENSG00000251948","Tophat",NA,NA,NA
"125","TCGA-AB-2803-03A","PID1","HFM1","Tophat",NA,NA,NA
"126","TCGA-AB-2803-03A","PIK3R1","MALAT1","Tophat",NA,NA,NA
"127","TCGA-AB-2803-03A","PLAC8","EP400NL","Tophat",NA,NA,NA
"128","TCGA-AB-2803-03A","PNKP","PTOV1","Tophat",NA,NA,NA
"129","TCGA-AB-2803-03A","PPEF2","ENSG00000239776","Tophat",NA,NA,NA
"130","TCGA-AB-2803-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"131","TCGA-AB-2803-03A","PRTN3","ELANE","Tophat",NA,NA,NA
"132","TCGA-AB-2803-03A","PTEN","RPL11","Tophat",NA,NA,NA
"133","TCGA-AB-2803-03A","RAB8A","HSH2D","Tophat",NA,NA,NA
"134","TCGA-AB-2803-03A","RBM39","ENSG00000214019","Tophat",NA,NA,NA
"135","TCGA-AB-2803-03A","RPL11","ENSG00000244192","Tophat",NA,NA,NA
"136","TCGA-AB-2803-03A","RPL28","ENSG00000226958","Tophat",NA,NA,NA
"137","TCGA-AB-2803-03A","RPL8","ENSG00000225267","Tophat",NA,NA,NA
"138","TCGA-AB-2803-03A","RPLP2","EFCAB3","Tophat",NA,NA,NA
"139","TCGA-AB-2803-03A","RPLP2","ENSG00000240652","Tophat",NA,NA,NA
"140","TCGA-AB-2803-03A","RPS19","ENSG00000214612","Tophat",NA,NA,NA
"141","TCGA-AB-2803-03A","RPS21","TAPT1-AS1","Tophat",NA,NA,NA
"142","TCGA-AB-2803-03A","RPS23","ENSG00000230629","Tophat",NA,NA,NA
"143","TCGA-AB-2803-03A","RPS6","ENSG00000243777","Tophat",NA,NA,NA
"144","TCGA-AB-2803-03A","RYR2","ENSG00000226958","Tophat",NA,NA,NA
"145","TCGA-AB-2803-03A","SAFB2","SAFB","Tophat",NA,NA,NA
"146","TCGA-AB-2803-03A","SEC14L1","ALKBH3","Tophat",NA,NA,NA
"147","TCGA-AB-2803-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"148","TCGA-AB-2803-03A","SF3A3","ATRN","Tophat",NA,NA,NA
"149","TCGA-AB-2803-03A","SLC5A2","C16orf58","Tophat",NA,NA,NA
"150","TCGA-AB-2803-03A","SLCO5A1","ANPEP","Tophat",NA,NA,NA
"151","TCGA-AB-2803-03A","SLCO5A1","PDZRN4","Tophat",NA,NA,NA
"152","TCGA-AB-2803-03A","SLCO5A1","PID1","Tophat",NA,NA,NA
"153","TCGA-AB-2803-03A","SNHG5","ZNF652","Tophat",NA,NA,NA
"154","TCGA-AB-2803-03A","SPSB2","TPI1","Tophat",NA,NA,NA
"155","TCGA-AB-2803-03A","SQSTM1","MGAT4B","Tophat",NA,NA,NA
"156","TCGA-AB-2803-03A","SRGN","ENSG00000230021","Tophat",NA,NA,NA
"157","TCGA-AB-2803-03A","SRGN","MALAT1","Tophat",NA,NA,NA
"158","TCGA-AB-2803-03A","SRRM2","CALR","Tophat",NA,NA,NA
"159","TCGA-AB-2803-03A","STRADA","LOC729683","Tophat",NA,NA,NA
"160","TCGA-AB-2803-03A","TNRC18","MALAT1","Tophat",NA,NA,NA
"161","TCGA-AB-2803-03A","TUBE1","ENSG00000112761","Tophat",NA,NA,NA
"162","TCGA-AB-2803-03A","UBE3C","UBXN2B","Tophat",NA,NA,NA
"163","TCGA-AB-2803-03A","URGCP","TUBG1","Tophat",NA,NA,NA
"164","TCGA-AB-2803-03A","UTRN","INTS4","Tophat",NA,NA,NA
"165","TCGA-AB-2803-03A","WDR12","ASB7","Tophat",NA,NA,NA
"166","TCGA-AB-2803-03A","WDR6","DALRD3","Tophat",NA,NA,NA
"167","TCGA-AB-2803-03A","XKR4","SBF1","Tophat",NA,NA,NA
"168","TCGA-AB-2806-03A","ANKRD30BL","EEF2","Tophat",NA,NA,NA
"169","TCGA-AB-2806-03A","ANKRD30BL","EGR1","Tophat",NA,NA,NA
"170","TCGA-AB-2806-03A","ANKRD30BL","ENSG00000237973","Tophat",NA,NA,NA
"171","TCGA-AB-2806-03A","ANKRD30BL","ENSG00000248527","Tophat",NA,NA,NA
"172","TCGA-AB-2806-03A","ANKRD30BL","PABPC1","Tophat",NA,NA,NA
"173","TCGA-AB-2806-03A","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"174","TCGA-AB-2806-03A","ANKRD30BL","PDE3A","Tophat",NA,NA,NA
"175","TCGA-AB-2806-03A","ARRDC1","ARRDC1-AS1","Tophat",NA,NA,NA
"176","TCGA-AB-2806-03A","ATIC","ENSG00000248611","Tophat",NA,NA,NA
"177","TCGA-AB-2806-03A","BECN1","CNTD1","Tophat",NA,NA,NA
"178","TCGA-AB-2806-03A","BMS1P20","ENSG00000211676","Tophat",NA,NA,NA
"179","TCGA-AB-2806-03A","CAGE1","RPS3","Tophat",NA,NA,NA
"180","TCGA-AB-2806-03A","CAP1","ENSG00000185008","Tophat",NA,NA,NA
"181","TCGA-AB-2806-03A","CCDC148","HNRNPDL","Tophat",NA,NA,NA
"182","TCGA-AB-2806-03A","CCT5","ENSG00000230584","Tophat",NA,NA,NA
"183","TCGA-AB-2806-03A","CD74","ENSG00000239935","Tophat",NA,NA,NA
"184","TCGA-AB-2806-03A","CD74","HFM1","Tophat",NA,NA,NA
"185","TCGA-AB-2806-03A","CHCHD3","EEF1G","Tophat",NA,NA,NA
"186","TCGA-AB-2806-03A","CLNS1A","TDRKH","Tophat",NA,NA,NA
"187","TCGA-AB-2806-03A","CSDE1","ENSG00000177932","Tophat",NA,NA,NA
"188","TCGA-AB-2806-03A","DALRD3","WDR6","Tophat",NA,NA,NA
"189","TCGA-AB-2806-03A","DDI2","RSC1A1","Tophat",NA,NA,NA
"190","TCGA-AB-2806-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"191","TCGA-AB-2806-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"192","TCGA-AB-2806-03A","EGR1","ENSG00000225840","Tophat",NA,NA,NA
"193","TCGA-AB-2806-03A","EGR1","ENSG00000240409","Tophat",NA,NA,NA
"194","TCGA-AB-2806-03A","EIF3E","KHDC1","Tophat",NA,NA,NA
"195","TCGA-AB-2806-03A","EIF3G","P2RY11","Tophat",NA,NA,NA
"196","TCGA-AB-2806-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"197","TCGA-AB-2806-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"198","TCGA-AB-2806-03A","FAU","ENSG00000235297","Tophat",NA,NA,NA
"199","TCGA-AB-2806-03A","FER","GNB2L1","Tophat",NA,NA,NA
"200","TCGA-AB-2806-03A","FMO5","CCT8","Tophat",NA,NA,NA
"201","TCGA-AB-2806-03A","GNAQ","ENSG00000214077","Tophat",NA,NA,NA
"202","TCGA-AB-2806-03A","GOLGA2","GOLGA2P5","Tophat",NA,NA,NA
"203","TCGA-AB-2806-03A","GRID2","FER","Tophat",NA,NA,NA
"204","TCGA-AB-2806-03A","GRID2","GNB2L1","Tophat",NA,NA,NA
"205","TCGA-AB-2806-03A","HFM1","CD74","Tophat",NA,NA,NA
"206","TCGA-AB-2806-03A","HFM1","EGR1","Tophat",NA,NA,NA
"207","TCGA-AB-2806-03A","HFM1","ENSG00000226958","Tophat",NA,NA,NA
"208","TCGA-AB-2806-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"209","TCGA-AB-2806-03A","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"210","TCGA-AB-2806-03A","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"211","TCGA-AB-2806-03A","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"212","TCGA-AB-2806-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"213","TCGA-AB-2806-03A","HFM1","INTS4","Tophat",NA,NA,NA
"214","TCGA-AB-2806-03A","HFM1","MPO","Tophat",NA,NA,NA
"215","TCGA-AB-2806-03A","HFM1","PCBD2","Tophat",NA,NA,NA
"216","TCGA-AB-2806-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"217","TCGA-AB-2806-03A","HFM1","SORCS2","Tophat",NA,NA,NA
"218","TCGA-AB-2806-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"219","TCGA-AB-2806-03A","HLA-DPA1","HLA-DPB1","Tophat",NA,NA,NA
"220","TCGA-AB-2806-03A","HMGN3","ENSG00000227415","Tophat",NA,NA,NA
"221","TCGA-AB-2806-03A","HSP90B1","LRRC28","Tophat",NA,NA,NA
"222","TCGA-AB-2806-03A","HSPA8","ENSG00000234176","Tophat",NA,NA,NA
"223","TCGA-AB-2806-03A","IFI16","MNDA","Tophat",NA,NA,NA
"224","TCGA-AB-2806-03A","JAK2","TCF3","Tophat",NA,NA,NA
"225","TCGA-AB-2806-03A","KANSL1","ENSG00000246634","Tophat",NA,NA,NA
"226","TCGA-AB-2806-03A","KHNYN","SDR39U1","Tophat",NA,NA,NA
"227","TCGA-AB-2806-03A","LDLRAD2","HSPG2","Tophat",NA,NA,NA
"228","TCGA-AB-2806-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"229","TCGA-AB-2806-03A","LRRFIP1","KCNMB3","Tophat",NA,NA,NA
"230","TCGA-AB-2806-03A","LTV1","SYPL1","Tophat",NA,NA,NA
"231","TCGA-AB-2806-03A","MALAT1","ENSG00000229344","Tophat",NA,NA,NA
"232","TCGA-AB-2806-03A","MALAT1","ENSG00000237973","Tophat",NA,NA,NA
"233","TCGA-AB-2806-03A","MALAT1","ENSG00000240409","Tophat",NA,NA,NA
"234","TCGA-AB-2806-03A","MALAT1","MPO","Tophat",NA,NA,NA
"235","TCGA-AB-2806-03A","MAT2A","EEA1","Tophat",NA,NA,NA
"236","TCGA-AB-2806-03A","MPO","ANKRD30BL","Tophat",NA,NA,NA
"237","TCGA-AB-2806-03A","MPO","PDE3A","Tophat",NA,NA,NA
"238","TCGA-AB-2806-03A","NAB2","STAT6","Tophat",NA,NA,NA
"239","TCGA-AB-2806-03A","NOTCH2","ENSG00000241781","Tophat",NA,NA,NA
"240","TCGA-AB-2806-03A","NOTCH2NL","ENSG00000241781","Tophat",NA,NA,NA
"241","TCGA-AB-2806-03A","P2RY11","EIF3G","Tophat",NA,NA,NA
"242","TCGA-AB-2806-03A","PABPC1","PABPC3","Tophat",NA,NA,NA
"243","TCGA-AB-2806-03A","PCBD2","KIAA0825","Tophat",NA,NA,NA
"244","TCGA-AB-2806-03A","PCBD2","MPO","Tophat",NA,NA,NA
"245","TCGA-AB-2806-03A","PCBP2","FLJ39080","Tophat",NA,NA,NA
"246","TCGA-AB-2806-03A","PDE3A","ENSG00000248527","Tophat",NA,NA,NA
"247","TCGA-AB-2806-03A","PDE3A","UHRF1","Tophat",NA,NA,NA
"248","TCGA-AB-2806-03A","PHKG2","C16orf93","Tophat",NA,NA,NA
"249","TCGA-AB-2806-03A","PID1","CD74","Tophat",NA,NA,NA
"250","TCGA-AB-2806-03A","PID1","ENSG00000226958","Tophat",NA,NA,NA
"251","TCGA-AB-2806-03A","PID1","ENSG00000239776","Tophat",NA,NA,NA
"252","TCGA-AB-2806-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"253","TCGA-AB-2806-03A","PID1","ENSG00000251948","Tophat",NA,NA,NA
"254","TCGA-AB-2806-03A","PID1","SLCO5A1","Tophat",NA,NA,NA
"255","TCGA-AB-2806-03A","PIGL","ENSG00000250690","Tophat",NA,NA,NA
"256","TCGA-AB-2806-03A","PPEF2","SLCO5A1","Tophat",NA,NA,NA
"257","TCGA-AB-2806-03A","PSMA3","PSMA3-AS1","Tophat",NA,NA,NA
"258","TCGA-AB-2806-03A","RNASET2","ENSG00000233028","Tophat",NA,NA,NA
"259","TCGA-AB-2806-03A","RNF138","PPAP2A","Tophat",NA,NA,NA
"260","TCGA-AB-2806-03A","RNF43","BZRAP1-AS1","Tophat",NA,NA,NA
"261","TCGA-AB-2806-03A","RNU6-28P","TUBGCP4","Tophat",NA,NA,NA
"262","TCGA-AB-2806-03A","RPS19","ENSG00000214612","Tophat",NA,NA,NA
"263","TCGA-AB-2806-03A","RPS24","FLVCR2","Tophat",NA,NA,NA
"264","TCGA-AB-2806-03A","SDR39U1","KHNYN","Tophat",NA,NA,NA
"265","TCGA-AB-2806-03A","SEC14L1","HFM1","Tophat",NA,NA,NA
"266","TCGA-AB-2806-03A","SLC9C1","THAP9-AS1","Tophat",NA,NA,NA
"267","TCGA-AB-2806-03A","SLCO5A1","EGR1","Tophat",NA,NA,NA
"268","TCGA-AB-2806-03A","SNHG1","ENSG00000252140","Tophat",NA,NA,NA
"269","TCGA-AB-2806-03A","SP140L","SP140","Tophat",NA,NA,NA
"270","TCGA-AB-2806-03A","SPAG5-AS1","KIAA0100","Tophat",NA,NA,NA
"271","TCGA-AB-2806-03A","SQSTM1","MGAT4B","Tophat",NA,NA,NA
"272","TCGA-AB-2806-03A","SRPK2","NKAIN3","Tophat",NA,NA,NA
"273","TCGA-AB-2806-03A","TAF10","ILK","Tophat",NA,NA,NA
"274","TCGA-AB-2806-03A","TMC6","TMC8","Tophat",NA,NA,NA
"275","TCGA-AB-2806-03A","UHRF1BP1","TAF11","Tophat",NA,NA,NA
"276","TCGA-AB-2806-03A","USP9Y","USP9X","Tophat",NA,NA,NA
"277","TCGA-AB-2806-03A","UTRN","ENSG00000226958","Tophat",NA,NA,NA
"278","TCGA-AB-2806-03A","UTRN","INTS4","Tophat",NA,NA,NA
"279","TCGA-AB-2806-03A","WIZ","ENSG00000255293","Tophat",NA,NA,NA
"280","TCGA-AB-2806-03A","ZMIZ2","ZMIZ1","Tophat",NA,NA,NA
"281","TCGA-AB-2814-03A","AHSA2","USP34","Tophat",NA,NA,NA
"282","TCGA-AB-2814-03A","ANKRD30BL","ENSG00000237973","Tophat",NA,NA,NA
"283","TCGA-AB-2814-03A","ANKRD30BL","PCBD2","Tophat",NA,NA,NA
"284","TCGA-AB-2814-03A","ARL8B","TEX101","Tophat",NA,NA,NA
"285","TCGA-AB-2814-03A","DDX3Y","DDX3X","Tophat",NA,NA,NA
"286","TCGA-AB-2814-03A","DLG2","UNC45B","Tophat",NA,NA,NA
"287","TCGA-AB-2814-03A","EIF3G","P2RY11","Tophat",NA,NA,NA
"288","TCGA-AB-2814-03A","EIF3I","EIF3IP1","Tophat",NA,NA,NA
"289","TCGA-AB-2814-03A","ENO1","EDARADD","Tophat",NA,NA,NA
"290","TCGA-AB-2814-03A","FER","GNB2L1","Tophat",NA,NA,NA
"291","TCGA-AB-2814-03A","FTH1","BEST1","Tophat",NA,NA,NA
"292","TCGA-AB-2814-03A","HFM1","ENSG00000239776","Tophat",NA,NA,NA
"293","TCGA-AB-2814-03A","HFM1","ENSG00000239935","Tophat",NA,NA,NA
"294","TCGA-AB-2814-03A","HFM1","ENSG00000241115","Tophat",NA,NA,NA
"295","TCGA-AB-2814-03A","HFM1","ENSG00000241781","Tophat",NA,NA,NA
"296","TCGA-AB-2814-03A","HFM1","ENSG00000251948","Tophat",NA,NA,NA
"297","TCGA-AB-2814-03A","HFM1","PCBD2","Tophat",NA,NA,NA
"298","TCGA-AB-2814-03A","HFM1","PPEF2","Tophat",NA,NA,NA
"299","TCGA-AB-2814-03A","HFM1","SEC14L1","Tophat",NA,NA,NA
"300","TCGA-AB-2814-03A","HLA-C","HLA-B","Tophat",NA,NA,NA
"301","TCGA-AB-2814-03A","HSP90B1","LRRC28","Tophat",NA,NA,NA
"302","TCGA-AB-2814-03A","KIAA0825","PCBD2","Tophat",NA,NA,NA
"303","TCGA-AB-2814-03A","LMTK2","TBC1D5","Tophat",NA,NA,NA
"304","TCGA-AB-2814-03A","LOC440311","GLTSCR2","Tophat",NA,NA,NA
"305","TCGA-AB-2814-03A","MALAT1","ENSG00000225630","Tophat",NA,NA,NA
"306","TCGA-AB-2814-03A","MALAT1","ENSG00000240409","Tophat",NA,NA,NA
"307","TCGA-AB-2814-03A","MALAT1","ENSG00000248527","Tophat",NA,NA,NA
"308","TCGA-AB-2814-03A","PCBD2","ENSG00000232177","Tophat",NA,NA,NA
"309","TCGA-AB-2814-03A","PID1","ENSG00000239935","Tophat",NA,NA,NA
"310","TCGA-AB-2814-03A","PID1","ENSG00000241781","Tophat",NA,NA,NA
"311","TCGA-AB-2814-03A","PID1","ENSG00000251948","Tophat",NA,NA,NA
"312","TCGA-AB-2814-03A","PID1","HFM1","Tophat",NA,NA,NA
"313","TCGA-AB-2814-03A","PPEF2","HFM1","Tophat",NA,NA,NA
"314","TCGA-AB-2814-03A","RPL11","ENSG00000244192","Tophat",NA,NA,NA
